,14oz Ribeye,8oz Filet Mignon,Acai Berry Bowl,Almond Croissant,Apple Pie,Avocado Toast,Bacon Double Burger,Beef Lasagna,Beef Tacos (3pc),Black Tea,Blueberry Muffin,Breakfast Sandwich (Egg & Cheese),Bruschetta,Buffalo Wings (10pc),Butter Croissant,California Roll,Cannoli,Cappuccino,Caprese Salad,Caramel Flan,Caramel Macchiato,Chardonnay (Glass),Cheese Quesadilla,Chicken Burrito,Chicken Enchiladas,Chicken Tenders (4pc),Chicken Teriyaki Bento,Chocolate Brownie,Chocolate Chip Cookie,Churros with Chocolate,Classic Cheeseburger,Classic Margarita,Coca-Cola,Coconut Water,Cold Brew Coffee,Cold Pressed Green Juice,Corona Extra,Creamed Spinach,Crispy Chicken Sandwich,Crème Brûlée,Diet Coke,Dr Pepper,Dragon Roll,Edamame,Espresso,Everything Bagel with Cream Cheese,Fettuccine Alfredo,French Fries,Fried Calamari,Fruit Smoothie,Garlic Bread,Garlic Mashed Potatoes,Green Tea,Green Tea Mochi Ice Cream,Grilled Asparagus,Grilled Atlantic Salmon,Grilled Tofu Wrap,Guacamole,Herb-Crusted Rack of Lamb,Horchata,Hot Dog with Mustard,Hot Sake (Small),Hummus & Pita,Iced Latte,Iced Tea,Jumbo Shrimp Cocktail,Kale & Sweet Potato Salad,Kombucha (Ginger),Lemon Gelato,Loaded Nachos,Lobster Ravioli,Mac & Cheese,Margherita Pizza,Matcha Green Tea Latte,Meatball Calzone,Mexican Coke (Glass Bottle),Miso Soup,Modelo Especial,New York Cheesecake,Oatmeal with Berries,Old Fashioned Cocktail,Onion Rings,Orange Juice,Oysters on the Half Shell (6pc),Pepperoni Pizza,Peroni Beer,Philly Cheesesteak,Pork Carnitas Bowl,Pork Gyoza (6pc),Pork Ramen,Potato Gnocchi with Pesto,Premium Cabernet Sauvignon (Glass),Prosciutto & Arugula Pizza,Prosecco,Queso Dip,Quinoa Power Bowl,Red Wine (Cabernet),Red Wine (Chianti),Rice & Beans,Roasted Chickpeas,Salmon Nigiri (2pc),Sapporo Draft,Seaweed Salad,Side Salad with Vinaigrette,Spaghetti Carbonara,Spicy BBQ Bacon Burger,Spicy Jalapeno Margarita,Spicy Salsa,Spicy Tuna Roll,Sprite,Steak Fajitas,Sweet Potato Fries,Tiramisu,Tortilla Chips,Truffle Mac & Cheese,Truffle Mushroom Pizza,Tuna Sashimi (5pc),Vanilla Milkshake,Vegan Buddha Bowl,Vegan Peanut Butter Protein Ball,Vegetable Udon,White Wine (Pinot Grigio)
Caramel Flan,0.17202682442953843,-0.19968047678948211,-0.27218954551239233,-0.13014885960490935,0.7853845076398784,-0.3319663777345052,-0.36604104779019836,-0.35365147096698507,0.052796309983650924,-0.06099959584065527,0.1698666705823991,-0.13029685591243723,0.5705339819160441,0.22317587069962924,-0.21662639206257167,-0.2770684041975469,0.44498583931461066,-0.3126466979325815,0.7199861806291474,0.9999999999999999,-0.21640540588665186,-0.1980751317150763,0.14352813863425476,0.26482721994974107,0.11659613463550926,-0.355218228451662,0.24356369238302622,0.6005126163357845,0.1134702129752537,0.4780620973114624,-0.2836145056195185,0.7878834112079379,0.11251980954664717,-0.21764231281331592,-0.2494954696727719,-0.24959757377800876,0.8368613079170242,0.06322727392653645,-0.27539796992103627,0.32439394752836453,0.39194632714531935,0.30214323178886776,-0.31366754227825944,-0.05075973648108917,0.359048813948499,0.21245968068508858,-0.2735455185071428,0.19243346673038386,0.5460233020852323,-0.17740442989739746,-0.11866348508992249,-0.15023102969506524,-0.16981004466559269,0.8033751734561944,-0.09431407277063236,-0.04632795953424397,0.2407116674727416,0.6378273844656842,-0.2995211853779152,0.7612344708410386,-0.29212879148858595,0.06320733001761845,0.5174195441158853,-0.2643842483516349,0.2780041959436112,-0.3046635400654451,0.24479383639398986,-0.17275543044146582,0.6939323356400361,0.31932134021555963,-0.37027841260253436,0.2497338992307581,-0.2360597904968202,-0.06742506320118716,-0.4429344403296274,0.8179448642298192,0.6252347220833824,0.9109605040074045,0.4004782922983796,-0.4176089859388573,-0.14142654421270914,0.47965260998039866,-0.2526048992333889,0.022714336708979592,-0.3126489454402492,0.02572689602473502,-0.14939918481419817,0.10105441818109229,-0.13979138777549013,0.2794489692580229,0.03833780085766871,-0.296126393545942,-0.354203124309794,0.017197903243298424,0.6835933885839578,-0.3344092644461961,-0.020190627472740023,-0.05267215785180313,0.9095314610292341,-0.25185470245862235,-0.27886691918901874,-0.1964123795282324,0.04304631987835007,0.03589154044486007,-0.3048775652810795,-0.45870473872584105,0.6619223263297646,0.9457163489734669,-0.35343786090685636,0.6211377771324229,-0.022449359250703228,0.4698187434524812,0.280007276328017,0.43686223244860617,0.2755493487209526,-0.11114441295655321,-0.3650968456927439,0.5733504530818715,-0.3611047033801115,0.7445194529887444,-0.05916542437891078,-0.036507140167218
Caramel Macchiato,-0.4750234064330193,-0.22053147044970656,-0.1423822682670683,0.9525093598138927,-0.3138237791356705,0.00406891305768492,-0.04913461192213747,-0.18055316970147367,-0.04146738373083142,0.8498226469942585,0.28494533412973627,-0.1446016440595973,-0.3460116704579117,-0.12117495789382472,0.9608606423793797,-0.23227424609059963,0.11330313680332835,0.9867289460263433,-0.37144878169420753,-0.21640540588665186,0.9999999999999998,0.09208063101484153,-0.11734069920949823,-0.2565406063341379,-0.04609924286782034,-0.09458153495723615,-0.4085652094422717,0.26414190936409876,0.5997539778410049,0.4232328655728463,0.05830775333933186,-0.41450266962198024,0.014198599620242336,0.1549790638734177,0.826769627468104,0.11896527678214001,-0.10491393961048306,0.019574529311850646,-0.11169530667997712,0.05511641832171962,-0.2711576924351571,0.1188692167763499,-0.04051210306362976,0.21171506427924847,0.2961998024883611,0.2853812283118064,-0.2676796490387787,-0.3323888553417508,-0.04087816967456036,0.9601041030572587,-0.09157606122196024,0.10338223465854911,0.47601935377231536,-0.3083913668821922,-0.16513585647481874,-0.4450525199152276,-0.5077671782835821,0.003285528414982211,0.02867725081347155,-0.0365952956357669,-0.15823556726153157,0.00016225660584757995,-0.4765009583180505,0.8438472933619716,0.05081263222787713,0.4490479333465368,-0.5185057528200041,0.009590874397452914,-0.11937203468404119,0.29821983116564366,0.0534492054993323,0.03536015279421978,-0.17568106054690674,0.9744584593600517,-0.008573190805447717,-0.13065311810860714,-0.4168333607486082,-0.061363461937358005,0.040358242178695554,0.6188035037324222,0.08009191500124252,0.08285858910730987,0.9404168492726455,0.07842909913242166,-0.05817982630253093,-0.17802838076818417,-0.11175840803769294,-0.15493626790313983,0.26612466675056445,-0.45222488030256847,-0.35806731327858976,0.24825618195698124,0.007001095803289378,-0.2299841651421551,0.0374696668341782,-0.06726314359246965,-0.10374545733205176,-0.19080772801920381,-0.3875209326624328,0.23110223383075063,-0.1798562038256821,0.4128966881936599,0.43881868809239655,0.037731669853961716,-0.10871005839106622,-0.028865233500244225,-0.3264633188142053,-0.3542982199607112,-0.13580570825275295,-0.36325340725054955,-0.08690823871661213,0.1424420262301569,-0.017584628150695947,-0.028028135806159975,0.051876500498313854,-0.2975896513729003,0.2217406701837256,0.2711957743338269,0.22501679581270284,-0.37075301024255225,-0.26158587393109434,-0.16373580009020858
Chardonnay (Glass),0.5530877296798291,0.8580129356316293,-0.12717444018584373,-0.023135033703145475,-0.2258389831715711,0.04279270970911792,-0.06881088965783361,-0.25863707041772394,-0.05129116872335639,-0.15286905630045927,-0.36521764129010886,-0.12448604121142258,-0.2157802275497038,-0.22367209852259587,0.006684314095355075,-0.11652178395547995,0.024480438910607694,0.15331562238618543,-0.31106317363792446,-0.1980751317150763,0.09208063101484153,0.9999999999999998,-0.15049420826332838,-0.16992561461503874,-0.0812086148618453,-0.10697303969484462,-0.3513796945281784,0.058199830587491334,-0.2571673562668981,0.14483715745701595,-0.10246452836609898,-0.3286205978070866,-0.21737943264646242,-0.00528280346030759,-0.09889311379871099,0.0066271405494559505,-0.1146662162637376,0.9551021626373416,-0.13557256852474472,0.8140887229645568,-0.34327992629633663,-0.16838936099722845,-0.08028006204524915,-0.017713071836295353,-0.42227077191818113,-0.37437918087433647,-0.22592432525559397,-0.2823924425232578,-0.047392043464466356,0.11171328498442679,0.010767105775856378,0.9871197498607271,0.2089864692687728,-0.27684325868334403,0.935019443807516,0.660328458289632,-0.35340763538598907,-0.08146083339430697,0.934339103475015,-0.09990773446909543,0.04060849605764332,-0.05067252829650862,-0.3309178144080411,-0.11211404606586337,0.0018154485138431216,0.8370360534756411,-0.3467871038100598,-0.07239218710014317,-0.06744610667453793,-0.01474656349039687,-0.16627040833862725,-0.11974304556322295,0.010433321103252262,0.14280593920678009,-0.12273163792325091,-0.06675657969443642,-0.2990879216141723,-0.11035350913919417,0.7585061291609861,-0.07986516119134106,0.9962926109075273,-0.09780780267783942,-0.04547934536370814,0.8949162349015848,-0.22462071986104948,-0.02246669220163008,-0.09147577083697588,-0.11132041737015823,0.04661421762612851,-0.3328852415115796,-0.32021219939904055,0.9131859759358147,-0.14996439733141945,-0.0783539096074171,-0.09529049075754364,-0.07581025749855877,-0.06349787478494469,-0.10071376092991384,-0.3100669469727235,0.09145379048134046,-0.12887813880316054,0.12108736506683036,0.1921792953514886,-0.08057302578976966,-0.11219964597986151,-0.06888870224752194,-0.30126338556502963,-0.27170825636413215,-0.1011802913888443,-0.33819968929908933,-0.12305709034499898,-0.002225843030839038,0.013647240507444843,-0.0015875059063592805,0.8479387857232847,-0.3042826613091803,0.06545470108654745,0.03342173885437967,0.10501431238462153,-0.3178849182239718,-0.23422865644802204,-0.0793488319064813
Cheese Quesadilla,-0.18701236221512074,-0.08172148666566502,-0.0364164480261885,-0.15088819025697048,-0.32440818124079396,0.03127400987655313,0.04428909490103498,-0.03191571817977329,0.9826361599595491,-0.14199246310611424,-0.17746460636652525,-0.02724369466733724,-0.32674478971132215,-0.22199371683373179,-0.13299749180551157,-0.038068048126270806,-0.30769753021324153,-0.09714779962806668,-0.28272606374577475,0.14352813863425476,-0.11734069920949823,-0.15049420826332838,1.0,0.9767476667607797,0.9927596085850722,-0.0040146120939914265,-0.16241997424686652,-0.4024753852436129,-0.19471273603713146,0.36787099620900626,-0.09666044066193713,0.5906888107948045,-0.25306215898267903,-0.10225736829087775,-0.08838813614158043,-0.0952521302339864,0.552335082060487,-0.24791963294285244,-0.026550244765473047,-0.33161676542072227,-0.2224553234421814,-0.29111641049470804,-0.0710278223478357,-0.17688856777854828,-0.20627135797735602,-0.14298526645619838,-0.04192379507254871,-0.22378130317518594,-0.3650823774841713,-0.16367176131730785,-0.06832716253342952,-0.18919132906279348,-0.15439976625802404,-0.3093140194807188,-0.14387359945811523,-0.08910237036623836,-0.1300730183221531,0.7305483579898122,-0.1036613548305429,0.6510516241031794,0.008966467498484402,-0.18838380368135207,-0.2382945848421854,-0.08567509887767726,-0.321102220480613,-0.10964189689783843,-0.12540878106709624,-0.09698200143136526,-0.35240114750683355,-0.2773158941663926,-0.026968437510251637,-0.21068436116730382,-0.04163871900843122,-0.190507481138385,-0.038378530299235304,0.6181227661110374,-0.2743023868536914,0.45200243903574183,-0.3400355054920612,-0.004009169491253031,-0.17259065775569182,-0.4017273267329085,-0.11080285759963748,-0.22104819668648001,-0.06937046892007293,-0.0598746349328916,-0.05226264947024861,0.995461137779562,-0.1705424471023882,-0.19686738864253306,-0.13108181224434776,-0.13382540907265583,-0.057709698815893884,-0.13093752049797514,0.6685631337904437,-0.01875000643348089,-0.09336936737925651,-0.13619670931091576,0.45856812212243814,-0.10663044729610766,-0.03504159973525066,-0.14482968533948354,-0.22930807250319046,-0.21639973194624115,-0.10125792842107663,0.032116326591232744,0.8046694462050394,0.36398403531889706,0.012886542645684486,-0.2922468855575634,0.8819953933013482,-0.3841495592801025,-0.27551637828963516,0.8139200709716808,-0.3285055893607663,-0.06880730441333058,-0.0762974423186714,-0.38984921150174057,-0.05163535651543621,-0.2751821111902896,-0.10574085624896344,-0.1150418327040544
Chicken Burrito,-0.08312209091962884,-0.05983824928498986,-0.08246645417822303,-0.2776819141978386,-0.19174192321912895,0.09130288654989989,-0.0015134823470744976,-0.06916462290464578,0.9460666043051552,-0.22081116429777367,-0.13739801241357813,0.08078786181936314,-0.16977350616839018,-0.20812056533307033,-0.2622397883803892,-0.01938042727774653,-0.24778848829353367,-0.2534885627160267,-0.12244325237894237,0.26482721994974107,-0.2565406063341379,-0.16992561461503874,0.9767476667607797,1.0,0.9551009340042447,-0.04757280973025798,-0.09159373679042958,-0.4038255111440974,-0.21033273892363052,0.3086689243588714,-0.18187434523984933,0.6957263067241266,-0.2579601359124516,-0.19868456664384235,-0.16791952760618864,-0.18774527655636247,0.6294888258153435,-0.2232611228589915,-0.0599230874810269,-0.2963730537392273,-0.14237613907831223,-0.29649425488937886,-0.10071893116052721,-0.21721954756412637,-0.15627868614281754,-0.10648804189208105,-0.05448352886391858,-0.14667336879016477,-0.28320788259276386,-0.27214566870881174,-0.0064974441482868964,-0.1957167034936369,-0.25754808777648724,-0.17284792164991797,-0.10152327028486322,-0.006989966370317971,-0.052043183828091956,0.7621759183293287,-0.1427459583012332,0.6998056379665694,0.0039026621606669323,-0.18329836080848963,-0.12822639446312883,-0.16762513120742428,-0.3106556193616843,-0.231741753910618,-0.0427233028739329,-0.16362647485131956,-0.23183582838742792,-0.3395102770010118,-0.1167696425669329,-0.20425149136734094,0.01387597043791075,-0.310462540583379,-0.12171882047506202,0.6913092587020344,-0.12569992937241017,0.5180682771612628,-0.2929207320779999,-0.057555280989704374,-0.1825616019519578,-0.37935817195213944,-0.22015596818011865,-0.24207407220895877,-0.1337912510238782,0.03371170251273892,-0.07068102079859276,0.9766870792730873,-0.23782288999690426,-0.09096185773429905,-0.09883911433107753,-0.21918190041638055,-0.1395960766957314,-0.04283161680367188,0.6991303000534954,-0.08405457256014395,-0.048603393833374,-0.06770273074174558,0.5891570607693063,-0.21421625399367863,-0.023842982240459543,-0.24200737114634585,-0.3075672525950315,-0.2670853894048714,-0.1427176594308488,-0.05207586569312604,0.871763776200678,0.5036648268358923,-0.009504210307178414,-0.17704929169795897,0.8147932613944356,-0.3713223999696106,-0.19760241664312808,0.8379501095926272,-0.2941582008838614,-0.06631631500929656,-0.16552534660446,-0.3967361838314442,-0.1720604280110893,-0.15347308820863825,-0.07990128607138913,-0.04637966960244573
Chicken Enchiladas,-0.20734639213856745,-0.05532077936203087,-0.04769921212060587,-0.08358390656709097,-0.3704007838893855,-0.015222051461228313,-0.007199130004083905,-0.053542725400254176,0.9919724465967826,-0.10226482434780257,-0.2030873361654068,-0.0928313133142619,-0.36412548518347587,-0.28184258753251057,-0.06675870978263676,-0.04431338470607456,-0.28157028612032414,-0.015721910495756497,-0.32996098335545465,0.11659613463550926,-0.04609924286782034,-0.0812086148618453,0.9927596085850722,0.9551009340042447,0.9999999999999998,-0.053948469561706715,-0.21730709853854305,-0.3773215347326416,-0.18421191919487684,0.42858163738479577,-0.11048528473478969,0.5412779604073393,-0.27090715559331646,-0.0726202160809753,-0.05169060065145095,-0.06678015824299212,0.55206272197571,-0.18763999528597264,-0.0779626890919232,-0.27699684024413057,-0.2708695240421132,-0.30019112445988494,-0.06095310226127906,-0.1338986384079984,-0.23403008126638583,-0.1687789797889932,-0.07100760639928679,-0.26787329417600564,-0.3636358902259259,-0.11090053778062628,-0.0602433703529666,-0.11641052431443047,-0.07792975249328729,-0.35510541168830867,-0.10482224290544155,-0.09771729729731429,-0.19336830929292906,0.7412422269936059,-0.04912543379188097,0.6538650481491115,0.04050657561307672,-0.1683771513533543,-0.3018318400059613,-0.05681308984301087,-0.3109172874098254,-0.017137781299149148,-0.18976869495284296,-0.08487934764434263,-0.3606353143113876,-0.2676809468031496,-0.019871455033781033,-0.2194157217510391,-0.04182946318452254,-0.11960171302758282,-0.03701862971953777,0.6176008708256292,-0.3227125646565136,0.44939454239399307,-0.2958458186868598,0.024001908569779087,-0.10663563450218282,-0.4061138324481157,-0.06174008534037128,-0.1630195245323593,-0.08102396060743232,-0.06213300906833606,-0.11033358185909661,0.9885820680627646,-0.1236623004754628,-0.25142309254777656,-0.17982105991937292,-0.061306911481689715,-0.057871739432216546,-0.13744077305750943,0.6831710459426193,-0.019253300037410565,-0.08515933785407118,-0.13745427079523104,0.41259521487259093,-0.06594283807997961,-0.04136037088913523,-0.08012759340046705,-0.16006401387868005,-0.2037448358305839,-0.11080506896139176,0.0017117563224017251,0.7696636457570456,0.3227877669668512,0.01248096987992869,-0.3426716866019006,0.872478145662735,-0.3828098565900345,-0.2597864007321138,0.8311068616131675,-0.2740196715154912,-0.10974683956645546,-0.030510007286866356,-0.3616775195656896,-0.013854372833436676,-0.3284592811679917,-0.13210710122849012,-0.11896576427537754
Chicken Tenders (4pc),-0.09062968108250366,-0.051146978739169804,-0.05887682295907781,-0.1906877196954512,-0.026252038542398035,0.18797162813757107,0.9591222885515236,0.0146716710932209,-0.0284894318178159,-0.2006565231148605,-0.20308001673342985,0.05087862570573817,-0.2839497186061625,0.7700210277265935,-0.17603971235303267,-0.03930013688134448,-0.3464516082571266,-0.09441594707067599,-0.3043056299012681,-0.355218228451662,-0.09458153495723615,-0.10697303969484462,-0.0040146120939914265,-0.04757280973025798,-0.053948469561706715,0.9999999999999999,-0.08527079173751045,-0.07120605154444393,-0.2470227040887952,-0.25628213387273896,0.8667254278969383,-0.23048919239716897,0.6473022605329289,-0.1460824366594602,-0.14868395176832458,-0.1437282681883753,-0.32795769849975515,-0.2166337145633687,0.9898869972972051,-0.31696360553382585,0.4508168254359816,0.5162193909590258,-0.010731258484241848,-0.17083078230358112,-0.239452319919804,-0.19635809930125342,-0.011655940739513274,0.4829983910593719,-0.3540473165276589,-0.08053616810944003,-0.10426302087619033,-0.16680350111337977,-0.1213011457036126,-0.27345747637798296,-0.12958510292755726,-0.040144563026041934,-0.15864831977182509,-0.23274468038085505,-0.03906281752804641,-0.28062281190835753,-0.014675940682548613,-0.1793698516115339,-0.22131403200973615,-0.06167944930111868,0.38318937645867807,-0.07728412998934875,-0.1641230895727779,-0.1698658406910713,-0.35787134806641546,0.3933252911165466,-0.0053576641608062275,0.558003826200616,-0.0797465854438084,-0.192531996427326,0.03264167288186356,-0.318392033394032,-0.24508476909366841,-0.3235528008158797,-0.27370597099704463,-0.13607053341120823,-0.11207736271397267,0.31070414893708775,-0.07003958676849192,-0.18328851049634654,0.02661698669533044,-0.14472214245216344,0.9660197672269317,-0.013893183503122901,-0.11665734954082972,-0.10422371998408061,-0.05589241520517896,-0.01389609611383118,0.01825803521106381,-0.18559048243303114,-0.27452284772715096,-0.061520482070929784,-0.22112268430503101,-0.19935365330115132,-0.28005552926847266,-0.15092155623094408,-0.00046916771519012884,-0.10452783121618844,-0.20575008097209802,-0.21933608332674667,-0.013032528954816762,0.9588549447439719,-0.20522008297500272,-0.3118034702112524,0.029032206462740767,0.15440062277713681,0.06206983531488625,0.32360786709402345,-0.2859737185265481,-0.21760917199562982,-0.2672607926438897,-0.0196220386509482,-0.039954462003767434,-0.03253528577759583,-0.06648120300025422,-0.295306909592665,-0.012970609320962265,-0.12615818872828022
Chicken Teriyaki Bento,0.34056495869319214,-0.02591941394325574,-0.09660613321988824,-0.24548984632550738,0.3540077851967038,-0.14373048100148764,-0.1656731263652062,0.1589436276688138,-0.29478802528466974,-0.12587449641737866,0.30760267035681155,0.08899009032014513,0.08564337063278737,0.09252623774715285,-0.2968649449779478,0.6007017443873431,-0.32350809425965144,-0.47979568362479963,0.24282513301772127,0.24356369238302622,-0.4085652094422717,-0.3513796945281784,-0.16241997424686652,-0.09159373679042958,-0.21730709853854305,-0.08527079173751045,1.0,-0.02362426805474315,0.11288519923831564,-0.38522680123333625,-0.18315963394768942,0.35198915978891815,-0.1518827493414777,-0.27123621165668826,-0.22454289489825427,-0.26262633225968707,-0.1242611770521401,-0.2534044258003633,-0.06644920290388365,-0.11422550474668314,0.11469750121998672,-0.15034090710485154,0.5690977162004066,0.3131982804856535,0.355233833397519,0.3241467236683537,0.21375665120026974,0.0851528080812397,-0.1136610364407848,-0.3960783999742931,-0.4923307888303629,-0.40163572615680315,-0.023058633791661537,0.6664747769874897,-0.18820508638160743,0.16661695408119045,0.3568024990970383,-0.24751402268247974,-0.16842508708399748,-0.11599572550581763,-0.15697592816548672,0.5899864213609799,0.4202875841059495,-0.21377220450753345,-0.14655973918655393,-0.42799704161598223,0.3592881383367757,-0.15440503021003135,-0.0370507062782365,-0.11651459952684934,0.007841015356306826,-0.2061536695267875,-0.45043749206585226,-0.4000530585955895,0.057039801345501635,-0.09980338537897972,0.7775059219061493,0.03150173787654601,-0.10556532868204359,-0.24973114437600544,-0.31323534934783087,-0.013325226814202073,-0.297674202888743,-0.10289918146552639,0.1579560572167705,-0.4266174020552941,-0.038780896610192045,-0.13332799391515732,0.3299690227120682,0.9409370165820309,0.4144333261954708,-0.2824135107990312,0.10019262601568547,-0.33630087979902157,-0.23159642982009437,-0.15432825926791124,-0.3854661919451534,-0.3457462925601133,0.2719136239060749,-0.338588598814865,0.5793426801306476,0.10261017682620467,0.08494335974735556,-0.09773980826302874,0.03589764758225776,-0.15789568043759705,0.16362862420890556,0.2250668642839862,0.6125485302163117,0.29938445868471775,0.014127602462909462,-0.10430132097067595,-0.375921219592,-0.3531127791669928,-0.1513745117369838,0.36053804387472976,0.3583466799372008,-0.0705254886955706,-0.35759421557310184,0.44873768049476037,0.8608722994904038,-0.37682080485253594
Chocolate Brownie,-0.057994412020863056,-0.21074952141004022,-0.16420030122637527,0.27745080906030084,0.6577395103533914,-0.5599228465409174,-0.10187838894536014,-0.4045883880842196,-0.42128285546542027,0.15104284667413254,-0.028821918341730132,-0.529040431282247,0.34367749123950475,0.4875385438254513,0.1781598708842892,-0.3841307067952017,0.5839205068600838,0.21453628085580045,0.4232039547903566,0.6005126163357845,0.26414190936409876,0.058199830587491334,-0.4024753852436129,-0.4038255111440974,-0.3773215347326416,-0.07120605154444393,-0.02362426805474315,0.9999999999999998,0.12565894471155284,0.5750456492171963,0.19712037227287965,0.07428236857269246,0.5079984605325373,0.13446260100469723,-0.07750479136807943,0.08032904193660284,0.3708691857576678,0.25870021115712494,-0.004890797459899794,0.529633294443396,0.43851622961884434,0.7305201159899324,-0.24692372948083394,0.20798795520482857,0.1752601329835654,0.0071004214130455795,-0.3980433383890284,0.23218642779908594,0.5870172671740078,0.23316765584066323,-0.1633397396420574,0.10829574758279817,0.3132156395652472,0.5653889970719916,-0.06623513292004507,-0.2638533032195038,-0.01062174105053754,0.20906744366147506,-0.08859967859286384,0.31734296488755254,-0.2861313610760757,0.15343831270488362,0.2691421587642027,-0.07274196585801207,0.6558022338775058,0.211132855312474,-0.02420163510832911,0.05662487265216707,0.6382277875252615,0.8620200290338101,-0.23402271065062252,0.6028917553259977,-0.32705279266852644,0.413535553981941,-0.3367100172158901,0.31265495319866377,0.31764891435530296,0.523886211052371,0.5835776792737817,-0.3941570727899668,0.10572024718606073,0.858476847589984,0.07441761231529531,0.27108682503343673,-0.2502567084977726,-0.11389000292422564,0.11360893349881498,-0.46538648050928694,0.18040628339062714,-0.018404500929394507,-0.16211501470631756,0.10642118425854466,-0.24001675142799486,-0.12100446209204672,0.29687668806213324,-0.1745499925494049,-0.06744245971375028,-0.15013693708079703,0.2512185354688364,0.1536269558241057,-0.3522908597717054,0.23250178513259476,0.4981804711653943,0.31479813642164406,-0.2631953876197824,-0.09539929473998185,-0.05237226099296718,0.33963833971959695,-0.3837898650388858,0.5398545113968436,-0.44793438656156126,0.887967061686774,0.32914115155005863,-0.02727748335357499,0.4906693779658643,-0.2761107046190347,-0.08283948719773311,0.9887186254878237,0.044183105595724394,0.5117038246555594,-0.18133805208339399,-0.11485959068821043
Chocolate Chip Cookie,-0.06140391176139412,-0.2035120521977975,-0.27829051660653015,0.7713003880299343,0.19944107183427912,0.0560737962005714,-0.32979437275977774,-0.02517664267331378,-0.22731619679755832,0.9272399263723732,0.9316318036195816,0.24448341402473364,-0.08309992826193649,-0.06692196135378564,0.7650942165604071,-0.19507731486451607,-0.12432746599500412,0.49972962403900517,0.04635588082306903,0.1134702129752537,0.5997539778410049,-0.2571673562668981,-0.19471273603713146,-0.21033273892363052,-0.18421191919487684,-0.2470227040887952,0.11288519923831564,0.12565894471155284,1.0,-0.0776621418119002,-0.12110401126606696,0.07748292735606667,-0.07472370757614583,-0.22652595857482993,0.8696963934016755,-0.23483628497677367,-0.062153640764570556,-0.21592428746034362,-0.18560911560742227,-0.09146822511895047,0.08034637961365931,-0.027333675664568402,-0.17449032674412115,-0.15072441179058865,0.9217942044121789,0.9321867480658997,-0.008922528111765207,0.042271874590720904,-0.053826990828590784,0.6312751678169044,-0.345680266281188,-0.271347190156621,-0.1426201160303841,0.19391556239570318,-0.23261370870379433,-0.13945630262752293,-0.07257228983518345,-0.14465512607019237,-0.21018310916689778,-0.1079420273681805,0.0637670123767361,-0.10819416190254469,0.03103995312035357,0.8333771749989474,0.06667064740187806,-0.16347735602796432,-0.07244832086208786,-0.21993089188326195,-0.020439400803550764,0.016196397841071936,-0.01156931756775853,-0.04360673759910294,-0.37651002111295595,0.5775312098925982,-0.005936878706657836,-0.06447407864576708,0.07693790439864304,0.011016151114066147,-0.05793377811526787,0.748468097576681,-0.2593401519379985,0.08608424005329185,0.7856896465324312,-0.10899795674825671,0.03399602819708544,-0.3321519925738249,-0.23960170201435882,-0.2094125678130199,-0.14303599606413125,0.01218484292329361,0.09092244303843908,-0.19727058232520653,0.03569508651612316,-0.28094159386419115,-0.1094794220477717,-0.2885844828536754,-0.2797100784274115,-0.2640448754692503,0.05925224042754723,-0.2450998357139172,-0.1965748352046916,-0.15109702580510853,-0.09582183826884151,-0.15042350605219834,-0.06536170373948019,-0.2166198645482313,-0.03211462392623962,0.07112712071818186,-0.17456260908801227,0.16177267973066858,-0.0775484358473692,0.028729234853855118,-0.20240764035026437,-0.2253628461140948,-0.10830403092483636,0.08854658961221962,-0.1446590575692786,0.15689835408559472,-0.2869668038293552,0.15093916831573867,-0.06613094012571487,-0.3102036000029649
