order_id,anomaly_type,description
103503,suspicious_discount,Discount 95.0% (>70% threshold)
118519,suspicious_discount,Discount 80.0% (>70% threshold)
109956,suspicious_discount,Discount 90.0% (>70% threshold)
140386,suspicious_discount,Discount 75.0% (>70% threshold)
118755,suspicious_discount,Discount 75.0% (>70% threshold)
154025,suspicious_discount,Discount 80.0% (>70% threshold)
106043,suspicious_discount,Discount 75.0% (>70% threshold)
150426,suspicious_discount,Discount 95.0% (>70% threshold)
101207,suspicious_discount,Discount 80.0% (>70% threshold)
133234,suspicious_discount,Discount 75.0% (>70% threshold)
151237,suspicious_discount,Discount 75.0% (>70% threshold)
109220,suspicious_discount,Discount 95.0% (>70% threshold)
151147,suspicious_discount,Discount 75.0% (>70% threshold)
108743,suspicious_discount,Discount 75.0% (>70% threshold)
114460,suspicious_discount,Discount 85.0% (>70% threshold)
127122,suspicious_discount,Discount 80.0% (>70% threshold)
127927,suspicious_discount,Discount 75.0% (>70% threshold)
107435,suspicious_discount,Discount 95.0% (>70% threshold)
148759,suspicious_discount,Discount 95.0% (>70% threshold)
111678,suspicious_discount,Discount 95.0% (>70% threshold)
119337,suspicious_discount,Discount 90.0% (>70% threshold)
119365,suspicious_discount,Discount 85.0% (>70% threshold)
127717,suspicious_discount,Discount 80.0% (>70% threshold)
120508,suspicious_discount,Discount 85.0% (>70% threshold)
143903,suspicious_discount,Discount 75.0% (>70% threshold)
130578,suspicious_discount,Discount 85.0% (>70% threshold)
107805,suspicious_discount,Discount 85.0% (>70% threshold)
114184,suspicious_discount,Discount 85.0% (>70% threshold)
160495,suspicious_discount,Discount 95.0% (>70% threshold)
125630,suspicious_discount,Discount 85.0% (>70% threshold)
119827,suspicious_discount,Discount 90.0% (>70% threshold)
108027,suspicious_discount,Discount 95.0% (>70% threshold)
140326,suspicious_discount,Discount 95.0% (>70% threshold)
114598,suspicious_discount,Discount 85.0% (>70% threshold)
121689,suspicious_discount,Discount 90.0% (>70% threshold)
145026,suspicious_discount,Discount 85.0% (>70% threshold)
104525,suspicious_discount,Discount 80.0% (>70% threshold)
151727,suspicious_discount,Discount 80.0% (>70% threshold)
113354,suspicious_discount,Discount 85.0% (>70% threshold)
100870,suspicious_discount,Discount 90.0% (>70% threshold)
108233,suspicious_discount,Discount 85.0% (>70% threshold)
111647,suspicious_discount,Discount 75.0% (>70% threshold)
153848,suspicious_discount,Discount 90.0% (>70% threshold)
142583,suspicious_discount,Discount 80.0% (>70% threshold)
156479,suspicious_discount,Discount 90.0% (>70% threshold)
151864,suspicious_discount,Discount 75.0% (>70% threshold)
140324,suspicious_discount,Discount 80.0% (>70% threshold)
103264,suspicious_discount,Discount 95.0% (>70% threshold)
120370,suspicious_discount,Discount 80.0% (>70% threshold)
133838,suspicious_discount,Discount 85.0% (>70% threshold)
158459,suspicious_discount,Discount 80.0% (>70% threshold)
113859,suspicious_discount,Discount 85.0% (>70% threshold)
120446,suspicious_discount,Discount 75.0% (>70% threshold)
112928,suspicious_discount,Discount 90.0% (>70% threshold)
133079,suspicious_discount,Discount 90.0% (>70% threshold)
104080,suspicious_discount,Discount 90.0% (>70% threshold)
126633,suspicious_discount,Discount 90.0% (>70% threshold)
151205,suspicious_discount,Discount 75.0% (>70% threshold)
141592,suspicious_discount,Discount 90.0% (>70% threshold)
130404,suspicious_discount,Discount 75.0% (>70% threshold)
142791,suspicious_discount,Discount 95.0% (>70% threshold)
147735,suspicious_discount,Discount 80.0% (>70% threshold)
124451,suspicious_discount,Discount 85.0% (>70% threshold)
123412,suspicious_discount,Discount 80.0% (>70% threshold)
107311,suspicious_discount,Discount 85.0% (>70% threshold)
106746,suspicious_discount,Discount 95.0% (>70% threshold)
101031,suspicious_discount,Discount 75.0% (>70% threshold)
131598,suspicious_discount,Discount 80.0% (>70% threshold)
152646,suspicious_discount,Discount 95.0% (>70% threshold)
150979,suspicious_discount,Discount 90.0% (>70% threshold)
137566,suspicious_discount,Discount 75.0% (>70% threshold)
136130,suspicious_discount,Discount 75.0% (>70% threshold)
161104,suspicious_discount,Discount 75.0% (>70% threshold)
153402,suspicious_discount,Discount 85.0% (>70% threshold)
109192,suspicious_discount,Discount 85.0% (>70% threshold)
112866,suspicious_discount,Discount 75.0% (>70% threshold)
103465,suspicious_discount,Discount 95.0% (>70% threshold)
153008,suspicious_discount,Discount 90.0% (>70% threshold)
144640,suspicious_discount,Discount 80.0% (>70% threshold)
127776,suspicious_discount,Discount 80.0% (>70% threshold)
129964,suspicious_discount,Discount 90.0% (>70% threshold)
100633,suspicious_discount,Discount 75.0% (>70% threshold)
105090,suspicious_discount,Discount 85.0% (>70% threshold)
141944,suspicious_discount,Discount 75.0% (>70% threshold)
144863,suspicious_discount,Discount 80.0% (>70% threshold)
154876,suspicious_discount,Discount 80.0% (>70% threshold)
104774,suspicious_discount,Discount 80.0% (>70% threshold)
141465,suspicious_discount,Discount 90.0% (>70% threshold)
100266,suspicious_discount,Discount 75.0% (>70% threshold)
103814,suspicious_discount,Discount 95.0% (>70% threshold)
101126,suspicious_discount,Discount 85.0% (>70% threshold)
107719,suspicious_discount,Discount 95.0% (>70% threshold)
140984,suspicious_discount,Discount 90.0% (>70% threshold)
131613,suspicious_discount,Discount 75.0% (>70% threshold)
152941,suspicious_discount,Discount 80.0% (>70% threshold)
122165,suspicious_discount,Discount 95.0% (>70% threshold)
155144,suspicious_discount,Discount 95.0% (>70% threshold)
116382,suspicious_discount,Discount 80.0% (>70% threshold)
147923,suspicious_discount,Discount 80.0% (>70% threshold)
104013,suspicious_discount,Discount 80.0% (>70% threshold)
121149,suspicious_discount,Discount 90.0% (>70% threshold)
104973,suspicious_discount,Discount 85.0% (>70% threshold)
122008,suspicious_discount,Discount 90.0% (>70% threshold)
125348,suspicious_discount,Discount 80.0% (>70% threshold)
154242,suspicious_discount,Discount 75.0% (>70% threshold)
102591,suspicious_discount,Discount 95.0% (>70% threshold)
107475,suspicious_discount,Discount 90.0% (>70% threshold)
138327,suspicious_discount,Discount 80.0% (>70% threshold)
116054,suspicious_discount,Discount 80.0% (>70% threshold)
133275,suspicious_discount,Discount 95.0% (>70% threshold)
127947,suspicious_discount,Discount 75.0% (>70% threshold)
108555,suspicious_discount,Discount 90.0% (>70% threshold)
129593,suspicious_discount,Discount 75.0% (>70% threshold)
153063,suspicious_discount,Discount 75.0% (>70% threshold)
124003,suspicious_discount,Discount 95.0% (>70% threshold)
105561,suspicious_discount,Discount 95.0% (>70% threshold)
116141,suspicious_discount,Discount 75.0% (>70% threshold)
159989,suspicious_discount,Discount 85.0% (>70% threshold)
135521,price_tampering,Line item price 13.0 → 4.52
106819,price_tampering,Line item price 11.0 → 4.19
115006,price_tampering,Line item price 15.5 → 6.39
125676,price_tampering,Line item price 10.5 → 4.2
120223,price_tampering,Line item price 16.0 → 7.88
155311,price_tampering,Line item price 6.0 → 1.87
103319,price_tampering,Line item price 12.0 → 4.84
150312,price_tampering,Line item price 16.0 → 6.57
159354,price_tampering,Line item price 12.0 → 3.82
107832,price_tampering,Line item price 4.75 → 1.74
140249,price_tampering,Line item price 15.0 → 6.26
139295,price_tampering,Line item price 4.0 → 1.73
150712,price_tampering,Line item price 2.5 → 0.9
100079,price_tampering,Line item price 15.0 → 6.28
111321,price_tampering,Line item price 17.0 → 6.66
129671,price_tampering,Line item price 5.5 → 2.7
151115,price_tampering,Line item price 3.75 → 1.78
137591,price_tampering,Line item price 22.0 → 9.59
141744,price_tampering,Line item price 17.0 → 7.58
161181,price_tampering,Line item price 8.5 → 2.9
160196,price_tampering,Line item price 35.0 → 14.57
101114,price_tampering,Line item price 10.5 → 4.55
160067,price_tampering,Line item price 15.5 → 6.86
121209,price_tampering,Line item price 3.5 → 1.17
147147,price_tampering,Line item price 13.0 → 5.62
112988,price_tampering,Line item price 12.5 → 5.14
144537,price_tampering,Line item price 7.0 → 3.07
162122,price_tampering,Line item price 26.0 → 9.4
107861,price_tampering,Line item price 4.5 → 1.42
146763,price_tampering,Line item price 11.0 → 4.12
155491,price_tampering,Line item price 35.0 → 15.44
117967,price_tampering,Line item price 12.0 → 3.64
113254,price_tampering,Line item price 16.0 → 7.65
144209,price_tampering,Line item price 13.0 → 6.16
141708,price_tampering,Line item price 4.0 → 1.25
150931,price_tampering,Line item price 15.0 → 6.52
148079,price_tampering,Line item price 10.0 → 3.76
162164,price_tampering,Line item price 11.5 → 4.07
160450,price_tampering,Line item price 12.5 → 5.75
118649,price_tampering,Line item price 9.5 → 3.45
100453,price_tampering,Line item price 9.0 → 3.97
136735,price_tampering,Line item price 17.0 → 7.67
153159,price_tampering,Line item price 4.5 → 1.87
110485,price_tampering,Line item price 5.25 → 2.36
123060,price_tampering,Line item price 10.5 → 4.8
112153,price_tampering,Line item price 8.0 → 2.85
110671,price_tampering,Line item price 6.5 → 2.56
153341,price_tampering,Line item price 9.5 → 4.04
104079,price_tampering,Line item price 35.0 → 12.47
104127,price_tampering,Line item price 5.0 → 2.39
129400,price_tampering,Line item price 14.0 → 6.68
116119,price_tampering,Line item price 4.5 → 1.78
161246,price_tampering,Line item price 6.0 → 2.3
117959,price_tampering,Line item price 14.0 → 6.05
157310,price_tampering,Line item price 7.0 → 2.42
135060,price_tampering,Line item price 10.5 → 4.58
148502,price_tampering,Line item price 7.0 → 2.26
144823,price_tampering,Line item price 14.0 → 5.55
123927,price_tampering,Line item price 10.0 → 3.19
156639,price_tampering,Line item price 4.5 → 1.54
157377,price_tampering,Line item price 11.5 → 5.0
153057,price_tampering,Line item price 3.75 → 1.68
153675,odd_hour,Transaction logged outside operating hours
118671,odd_hour,Transaction logged outside operating hours
161862,odd_hour,Transaction logged outside operating hours
143388,odd_hour,Transaction logged outside operating hours
139714,odd_hour,Transaction logged outside operating hours
113228,odd_hour,Transaction logged outside operating hours
144453,odd_hour,Transaction logged outside operating hours
131819,odd_hour,Transaction logged outside operating hours
125900,odd_hour,Transaction logged outside operating hours
114789,odd_hour,Transaction logged outside operating hours
149250,odd_hour,Transaction logged outside operating hours
106154,odd_hour,Transaction logged outside operating hours
155102,odd_hour,Transaction logged outside operating hours
159293,odd_hour,Transaction logged outside operating hours
135776,odd_hour,Transaction logged outside operating hours
124514,odd_hour,Transaction logged outside operating hours
143429,odd_hour,Transaction logged outside operating hours
117782,odd_hour,Transaction logged outside operating hours
154310,odd_hour,Transaction logged outside operating hours
146711,odd_hour,Transaction logged outside operating hours
110569,odd_hour,Transaction logged outside operating hours
153562,odd_hour,Transaction logged outside operating hours
131622,odd_hour,Transaction logged outside operating hours
116710,odd_hour,Transaction logged outside operating hours
156805,odd_hour,Transaction logged outside operating hours
132557,odd_hour,Transaction logged outside operating hours
151821,odd_hour,Transaction logged outside operating hours
145194,odd_hour,Transaction logged outside operating hours
125077,odd_hour,Transaction logged outside operating hours
156449,odd_hour,Transaction logged outside operating hours
143082,odd_hour,Transaction logged outside operating hours
115912,odd_hour,Transaction logged outside operating hours
105869,odd_hour,Transaction logged outside operating hours
104335,odd_hour,Transaction logged outside operating hours
114678,odd_hour,Transaction logged outside operating hours
140951,odd_hour,Transaction logged outside operating hours
146185,odd_hour,Transaction logged outside operating hours
122750,odd_hour,Transaction logged outside operating hours
154436,odd_hour,Transaction logged outside operating hours
106891,odd_hour,Transaction logged outside operating hours
135460,odd_hour,Transaction logged outside operating hours
151426,odd_hour,Transaction logged outside operating hours
121014,odd_hour,Transaction logged outside operating hours
134111,odd_hour,Transaction logged outside operating hours
115148,odd_hour,Transaction logged outside operating hours
135273,odd_hour,Transaction logged outside operating hours
121153,odd_hour,Transaction logged outside operating hours
145618,odd_hour,Transaction logged outside operating hours
101807,odd_hour,Transaction logged outside operating hours
157041,odd_hour,Transaction logged outside operating hours
128614,odd_hour,Transaction logged outside operating hours
126127,odd_hour,Transaction logged outside operating hours
133334,odd_hour,Transaction logged outside operating hours
140679,odd_hour,Transaction logged outside operating hours
146444,odd_hour,Transaction logged outside operating hours
121234,odd_hour,Transaction logged outside operating hours
112841,odd_hour,Transaction logged outside operating hours
132843,odd_hour,Transaction logged outside operating hours
153661,odd_hour,Transaction logged outside operating hours
105249,odd_hour,Transaction logged outside operating hours
153971,odd_hour,Transaction logged outside operating hours
139561,odd_hour,Transaction logged outside operating hours
162955,basket_size_outlier,Basket of 18 items
162956,basket_size_outlier,Basket of 20 items
162957,basket_size_outlier,Basket of 19 items
162958,basket_size_outlier,Basket of 15 items
162959,basket_size_outlier,Basket of 22 items
162960,basket_size_outlier,Basket of 20 items
162961,basket_size_outlier,Basket of 15 items
162962,basket_size_outlier,Basket of 15 items
162963,basket_size_outlier,Basket of 20 items
162964,basket_size_outlier,Basket of 18 items
162965,basket_size_outlier,Basket of 22 items
162966,basket_size_outlier,Basket of 17 items
162967,basket_size_outlier,Basket of 15 items
162968,basket_size_outlier,Basket of 17 items
162969,basket_size_outlier,Basket of 21 items
162970,basket_size_outlier,Basket of 15 items
162971,basket_size_outlier,Basket of 20 items
162972,basket_size_outlier,Basket of 16 items
162973,basket_size_outlier,Basket of 21 items
162974,basket_size_outlier,Basket of 15 items
162975,basket_size_outlier,Basket of 21 items
162976,basket_size_outlier,Basket of 18 items
162977,basket_size_outlier,Basket of 18 items
162978,basket_size_outlier,Basket of 21 items
162979,basket_size_outlier,Basket of 15 items
162980,basket_size_outlier,Basket of 21 items
162981,basket_size_outlier,Basket of 17 items
162982,basket_size_outlier,Basket of 18 items
162983,basket_size_outlier,Basket of 15 items
162984,basket_size_outlier,Basket of 20 items
162985,basket_size_outlier,Basket of 17 items
162986,basket_size_outlier,Basket of 22 items
162987,basket_size_outlier,Basket of 20 items
162988,basket_size_outlier,Basket of 16 items
162989,basket_size_outlier,Basket of 17 items
162990,basket_size_outlier,Basket of 16 items
162991,basket_size_outlier,Basket of 16 items
162992,basket_size_outlier,Basket of 20 items
162993,basket_size_outlier,Basket of 15 items
162994,basket_size_outlier,Basket of 21 items
162995,basket_size_outlier,Basket of 19 items
162996,basket_size_outlier,Basket of 20 items
162997,basket_size_outlier,Basket of 20 items
162998,basket_size_outlier,Basket of 18 items
162999,basket_size_outlier,Basket of 18 items
163000,basket_size_outlier,Basket of 19 items
163001,basket_size_outlier,Basket of 15 items
163002,basket_size_outlier,Basket of 18 items
163003,basket_size_outlier,Basket of 15 items
163004,basket_size_outlier,Basket of 21 items
163005,basket_size_outlier,Basket of 19 items
163006,basket_size_outlier,Basket of 17 items
163007,basket_size_outlier,Basket of 16 items
163008,basket_size_outlier,Basket of 17 items
163009,basket_size_outlier,Basket of 15 items
163010,basket_size_outlier,Basket of 17 items
163011,basket_size_outlier,Basket of 19 items
163012,basket_size_outlier,Basket of 20 items
163013,basket_size_outlier,Basket of 15 items
163014,basket_size_outlier,Basket of 15 items
163015,basket_size_outlier,Basket of 16 items
163016,basket_size_outlier,Basket of 21 items
163017,basket_size_outlier,Basket of 22 items
163018,basket_size_outlier,Basket of 17 items
163019,basket_size_outlier,Basket of 17 items
163020,basket_size_outlier,Basket of 20 items
163021,basket_size_outlier,Basket of 18 items
163022,basket_size_outlier,Basket of 22 items
163023,basket_size_outlier,Basket of 18 items
163024,basket_size_outlier,Basket of 19 items
163025,basket_size_outlier,Basket of 15 items
163026,basket_size_outlier,Basket of 18 items
163027,basket_size_outlier,Basket of 16 items
163028,basket_size_outlier,Basket of 15 items
163029,basket_size_outlier,Basket of 18 items
163030,basket_size_outlier,Basket of 18 items
163031,basket_size_outlier,Basket of 22 items
163032,basket_size_outlier,Basket of 15 items
163033,basket_size_outlier,Basket of 21 items
163034,basket_size_outlier,Basket of 21 items
163035,basket_size_outlier,Basket of 22 items
163036,basket_size_outlier,Basket of 19 items
163037,basket_size_outlier,Basket of 20 items
163038,basket_size_outlier,Basket of 16 items
163039,basket_size_outlier,Basket of 16 items
163040,basket_size_outlier,Basket of 16 items
163041,basket_size_outlier,Basket of 17 items
163042,basket_size_outlier,Basket of 21 items
163043,basket_size_outlier,Basket of 19 items
163044,basket_size_outlier,Basket of 16 items
163045,basket_size_outlier,Basket of 19 items
163046,basket_size_outlier,Basket of 16 items
163047,basket_size_outlier,Basket of 22 items
163048,basket_size_outlier,Basket of 20 items
108399,shift_end_void_cluster,Part of cluster of end-of-shift voids
121032,shift_end_void_cluster,Part of cluster of end-of-shift voids
144811,shift_end_void_cluster,Part of cluster of end-of-shift voids
131422,shift_end_void_cluster,Part of cluster of end-of-shift voids
120038,shift_end_void_cluster,Part of cluster of end-of-shift voids
159948,shift_end_void_cluster,Part of cluster of end-of-shift voids
121863,shift_end_void_cluster,Part of cluster of end-of-shift voids
125811,shift_end_void_cluster,Part of cluster of end-of-shift voids
156772,shift_end_void_cluster,Part of cluster of end-of-shift voids
109338,shift_end_void_cluster,Part of cluster of end-of-shift voids
110109,shift_end_void_cluster,Part of cluster of end-of-shift voids
121356,shift_end_void_cluster,Part of cluster of end-of-shift voids
117042,shift_end_void_cluster,Part of cluster of end-of-shift voids
162241,shift_end_void_cluster,Part of cluster of end-of-shift voids
132700,shift_end_void_cluster,Part of cluster of end-of-shift voids
145051,shift_end_void_cluster,Part of cluster of end-of-shift voids
137661,shift_end_void_cluster,Part of cluster of end-of-shift voids
125681,shift_end_void_cluster,Part of cluster of end-of-shift voids
112263,shift_end_void_cluster,Part of cluster of end-of-shift voids
132015,shift_end_void_cluster,Part of cluster of end-of-shift voids
104179,shift_end_void_cluster,Part of cluster of end-of-shift voids
102965,shift_end_void_cluster,Part of cluster of end-of-shift voids
123503,shift_end_void_cluster,Part of cluster of end-of-shift voids
130763,shift_end_void_cluster,Part of cluster of end-of-shift voids
145357,shift_end_void_cluster,Part of cluster of end-of-shift voids
143469,shift_end_void_cluster,Part of cluster of end-of-shift voids
113599,shift_end_void_cluster,Part of cluster of end-of-shift voids
104563,shift_end_void_cluster,Part of cluster of end-of-shift voids
120156,shift_end_void_cluster,Part of cluster of end-of-shift voids
127269,shift_end_void_cluster,Part of cluster of end-of-shift voids
100868,shift_end_void_cluster,Part of cluster of end-of-shift voids
108644,suspicious_discount,Injected module3-only suspicious_discount anomaly
152775,suspicious_discount,Injected module3-only suspicious_discount anomaly
105533,suspicious_discount,Injected module3-only suspicious_discount anomaly
145407,suspicious_discount,Injected module3-only suspicious_discount anomaly
113451,suspicious_discount,Injected module3-only suspicious_discount anomaly
140248,suspicious_discount,Injected module3-only suspicious_discount anomaly
148537,suspicious_discount,Injected module3-only suspicious_discount anomaly
110654,suspicious_discount,Injected module3-only suspicious_discount anomaly
115442,suspicious_discount,Injected module3-only suspicious_discount anomaly
128804,suspicious_discount,Injected module3-only suspicious_discount anomaly
160204,suspicious_discount,Injected module3-only suspicious_discount anomaly
160361,suspicious_discount,Injected module3-only suspicious_discount anomaly
120333,suspicious_discount,Injected module3-only suspicious_discount anomaly
107237,suspicious_discount,Injected module3-only suspicious_discount anomaly
156988,suspicious_discount,Injected module3-only suspicious_discount anomaly
149929,suspicious_discount,Injected module3-only suspicious_discount anomaly
150807,suspicious_discount,Injected module3-only suspicious_discount anomaly
126949,suspicious_discount,Injected module3-only suspicious_discount anomaly
118118,suspicious_discount,Injected module3-only suspicious_discount anomaly
159441,suspicious_discount,Injected module3-only suspicious_discount anomaly
147521,suspicious_discount,Injected module3-only suspicious_discount anomaly
109839,suspicious_discount,Injected module3-only suspicious_discount anomaly
133255,suspicious_discount,Injected module3-only suspicious_discount anomaly
121810,suspicious_discount,Injected module3-only suspicious_discount anomaly
131331,suspicious_discount,Injected module3-only suspicious_discount anomaly
137720,suspicious_discount,Injected module3-only suspicious_discount anomaly
145296,suspicious_discount,Injected module3-only suspicious_discount anomaly
125010,suspicious_discount,Injected module3-only suspicious_discount anomaly
162217,suspicious_discount,Injected module3-only suspicious_discount anomaly
144233,suspicious_discount,Injected module3-only suspicious_discount anomaly
137256,suspicious_discount,Injected module3-only suspicious_discount anomaly
101179,suspicious_discount,Injected module3-only suspicious_discount anomaly
158296,suspicious_discount,Injected module3-only suspicious_discount anomaly
102634,suspicious_discount,Injected module3-only suspicious_discount anomaly
109371,suspicious_discount,Injected module3-only suspicious_discount anomaly
121993,suspicious_discount,Injected module3-only suspicious_discount anomaly
103558,suspicious_discount,Injected module3-only suspicious_discount anomaly
105556,suspicious_discount,Injected module3-only suspicious_discount anomaly
112221,suspicious_discount,Injected module3-only suspicious_discount anomaly
136002,suspicious_discount,Injected module3-only suspicious_discount anomaly
106102,suspicious_discount,Injected module3-only suspicious_discount anomaly
142950,suspicious_discount,Injected module3-only suspicious_discount anomaly
158448,suspicious_discount,Injected module3-only suspicious_discount anomaly
120352,suspicious_discount,Injected module3-only suspicious_discount anomaly
136829,suspicious_discount,Injected module3-only suspicious_discount anomaly
117801,suspicious_discount,Injected module3-only suspicious_discount anomaly
127142,suspicious_discount,Injected module3-only suspicious_discount anomaly
108561,suspicious_discount,Injected module3-only suspicious_discount anomaly
133212,suspicious_discount,Injected module3-only suspicious_discount anomaly
142211,suspicious_discount,Injected module3-only suspicious_discount anomaly
101375,suspicious_discount,Injected module3-only suspicious_discount anomaly
153651,suspicious_discount,Injected module3-only suspicious_discount anomaly
100501,suspicious_discount,Injected module3-only suspicious_discount anomaly
108095,suspicious_discount,Injected module3-only suspicious_discount anomaly
159256,suspicious_discount,Injected module3-only suspicious_discount anomaly
128323,suspicious_discount,Injected module3-only suspicious_discount anomaly
104453,suspicious_discount,Injected module3-only suspicious_discount anomaly
161100,suspicious_discount,Injected module3-only suspicious_discount anomaly
152368,suspicious_discount,Injected module3-only suspicious_discount anomaly
154041,suspicious_discount,Injected module3-only suspicious_discount anomaly
118356,suspicious_discount,Injected module3-only suspicious_discount anomaly
113882,suspicious_discount,Injected module3-only suspicious_discount anomaly
123139,suspicious_discount,Injected module3-only suspicious_discount anomaly
160651,suspicious_discount,Injected module3-only suspicious_discount anomaly
154500,suspicious_discount,Injected module3-only suspicious_discount anomaly
108335,suspicious_discount,Injected module3-only suspicious_discount anomaly
109824,suspicious_discount,Injected module3-only suspicious_discount anomaly
136088,suspicious_discount,Injected module3-only suspicious_discount anomaly
149811,suspicious_discount,Injected module3-only suspicious_discount anomaly
144062,suspicious_discount,Injected module3-only suspicious_discount anomaly
128906,suspicious_discount,Injected module3-only suspicious_discount anomaly
132734,suspicious_discount,Injected module3-only suspicious_discount anomaly
142307,suspicious_discount,Injected module3-only suspicious_discount anomaly
141478,suspicious_discount,Injected module3-only suspicious_discount anomaly
156765,suspicious_discount,Injected module3-only suspicious_discount anomaly
154359,suspicious_discount,Injected module3-only suspicious_discount anomaly
112393,suspicious_discount,Injected module3-only suspicious_discount anomaly
125948,suspicious_discount,Injected module3-only suspicious_discount anomaly
159221,suspicious_discount,Injected module3-only suspicious_discount anomaly
157463,suspicious_discount,Injected module3-only suspicious_discount anomaly
127687,suspicious_discount,Injected module3-only suspicious_discount anomaly
157522,suspicious_discount,Injected module3-only suspicious_discount anomaly
151155,suspicious_discount,Injected module3-only suspicious_discount anomaly
158166,suspicious_discount,Injected module3-only suspicious_discount anomaly
104622,suspicious_discount,Injected module3-only suspicious_discount anomaly
122082,suspicious_discount,Injected module3-only suspicious_discount anomaly
140948,suspicious_discount,Injected module3-only suspicious_discount anomaly
143349,suspicious_discount,Injected module3-only suspicious_discount anomaly
