order_date,order_count,group,rolling_7d,is_ramadan
2023-07-26,9,Cafe daytime,12.142857142857142,False
2023-07-27,13,Cafe daytime,12.714285714285714,False
2023-07-28,10,Cafe daytime,12.428571428571429,False
2023-07-29,17,Cafe daytime,12.0,False
2023-07-30,12,Cafe daytime,12.0,False
2023-07-31,11,Cafe daytime,11.285714285714286,False
2023-08-01,12,Cafe daytime,11.714285714285714,False
2023-08-02,9,Cafe daytime,11.285714285714286,False
2023-08-03,8,Cafe daytime,11.285714285714286,False
2023-08-04,13,Cafe daytime,11.285714285714286,False
2023-08-05,14,Cafe daytime,11.142857142857142,False
2023-08-06,12,Cafe daytime,11.142857142857142,False
2023-08-07,11,Cafe daytime,10.714285714285714,False
2023-08-08,11,Cafe daytime,11.714285714285714,False
2023-08-09,9,Cafe daytime,11.142857142857142,False
2023-08-10,5,Cafe daytime,11.714285714285714,False
2023-08-11,20,Cafe daytime,11.142857142857142,False
2023-08-12,10,Cafe daytime,11.857142857142858,False
2023-08-13,16,Cafe daytime,11.571428571428571,False
2023-08-14,7,Cafe daytime,12.571428571428571,False
2023-08-15,16,Cafe daytime,11.285714285714286,False
2023-08-16,7,Cafe daytime,11.0,False
2023-08-17,12,Cafe daytime,10.571428571428571,False
2023-08-18,11,Cafe daytime,10.285714285714286,False
2023-08-19,8,Cafe daytime,9.857142857142858,False
2023-08-20,13,Cafe daytime,10.714285714285714,False
2023-08-21,5,Cafe daytime,10.714285714285714,False
2023-08-22,13,Cafe daytime,10.571428571428571,False
2023-08-23,13,Cafe daytime,10.428571428571429,False
2023-08-24,12,Cafe daytime,9.857142857142858,False
2023-08-25,10,Cafe daytime,10.571428571428571,False
2023-08-26,7,Cafe daytime,10.142857142857142,False
2023-08-27,9,Cafe daytime,10.0,False
2023-08-28,10,Cafe daytime,9.714285714285714,False
2023-08-29,10,Cafe daytime,10.428571428571429,False
2023-08-30,12,Cafe daytime,10.857142857142858,False
2023-08-31,10,Cafe daytime,11.714285714285714,False
2023-09-01,15,Cafe daytime,11.142857142857142,False
2023-09-02,10,Cafe daytime,11.571428571428571,False
2023-09-03,15,Cafe daytime,11.285714285714286,False
2023-09-04,6,Cafe daytime,10.714285714285714,False
2023-09-05,13,Cafe daytime,10.857142857142858,False
2023-09-06,10,Cafe daytime,11.142857142857142,False
2023-09-07,6,Cafe daytime,10.857142857142858,False
2023-09-08,16,Cafe daytime,11.857142857142858,False
2023-09-09,12,Cafe daytime,11.571428571428571,False
2023-09-10,13,Cafe daytime,12.142857142857142,False
2023-09-11,13,Cafe daytime,12.428571428571429,False
2023-09-12,11,Cafe daytime,11.571428571428571,False
2023-09-13,14,Cafe daytime,11.714285714285714,False
2023-09-14,8,Cafe daytime,10.428571428571429,False
2023-09-15,10,Cafe daytime,10.142857142857142,False
2023-09-16,13,Cafe daytime,9.285714285714286,False
2023-09-17,4,Cafe daytime,8.714285714285714,False
2023-09-18,11,Cafe daytime,8.857142857142858,False
2023-09-19,5,Cafe daytime,9.0,False
2023-09-20,10,Cafe daytime,9.142857142857142,False
2023-09-21,9,Cafe daytime,10.0,False
2023-09-22,11,Cafe daytime,10.0,False
2023-09-23,14,Cafe daytime,11.0,False
2023-09-24,10,Cafe daytime,11.714285714285714,False
2023-09-25,11,Cafe daytime,12.0,False
2023-09-26,12,Cafe daytime,12.0,False
2023-09-27,15,Cafe daytime,11.571428571428571,False
2023-09-28,11,Cafe daytime,11.571428571428571,False
2023-09-29,11,Cafe daytime,11.142857142857142,False
2023-09-30,11,Cafe daytime,11.285714285714286,False
2023-10-01,10,Cafe daytime,10.714285714285714,False
2023-10-02,8,Cafe daytime,10.571428571428571,False
2023-10-03,13,Cafe daytime,10.571428571428571,False
2023-10-04,11,Cafe daytime,11.0,False
2023-10-05,10,Cafe daytime,11.857142857142858,False
2023-10-06,11,Cafe daytime,11.428571428571429,False
2023-10-07,14,Cafe daytime,11.285714285714286,False
2023-10-08,16,Cafe daytime,11.0,False
2023-10-09,5,Cafe daytime,11.0,False
2023-10-10,12,Cafe daytime,10.857142857142858,False
2023-10-11,9,Cafe daytime,10.428571428571429,False
2023-10-12,10,Cafe daytime,9.857142857142858,False
2023-10-13,10,Cafe daytime,10.0,False
2023-10-14,11,Cafe daytime,9.857142857142858,False
2023-10-15,12,Cafe daytime,9.714285714285714,False
2023-10-16,6,Cafe daytime,9.857142857142858,False
2023-10-17,11,Cafe daytime,9.142857142857142,False
2023-10-18,8,Cafe daytime,10.142857142857142,False
2023-10-19,11,Cafe daytime,10.857142857142858,False
2023-10-20,5,Cafe daytime,11.428571428571429,False
2023-10-21,18,Cafe daytime,11.714285714285714,False
2023-10-22,17,Cafe daytime,11.428571428571429,False
2023-10-23,10,Cafe daytime,11.285714285714286,False
2023-10-24,13,Cafe daytime,12.428571428571429,False
2023-10-25,6,Cafe daytime,10.857142857142858,False
2023-10-26,10,Cafe daytime,10.0,False
2023-10-27,13,Cafe daytime,9.714285714285714,False
2023-10-28,7,Cafe daytime,10.142857142857142,False
2023-10-29,11,Cafe daytime,10.285714285714286,False
2023-10-30,8,Cafe daytime,10.571428571428571,False
2023-10-31,16,Cafe daytime,10.142857142857142,False
2023-11-01,7,Cafe daytime,10.428571428571429,False
2023-11-02,12,Cafe daytime,10.571428571428571,False
2023-11-03,10,Cafe daytime,10.857142857142858,False
2023-11-04,9,Cafe daytime,9.571428571428571,False
2023-11-05,12,Cafe daytime,9.857142857142858,False
2023-11-06,10,Cafe daytime,9.0,False
2023-11-07,7,Cafe daytime,8.571428571428571,False
2023-11-08,9,Cafe daytime,9.142857142857142,False
2023-11-09,6,Cafe daytime,9.714285714285714,False
2023-11-10,7,Cafe daytime,9.428571428571429,False
2023-11-11,13,Cafe daytime,8.714285714285714,False
2023-11-12,16,Cafe daytime,7.857142857142857,False
2023-11-13,8,Cafe daytime,8.857142857142858,False
2023-11-14,2,Cafe daytime,9.857142857142858,False
2023-11-15,3,Cafe daytime,9.571428571428571,False
2023-11-16,13,Cafe daytime,8.571428571428571,False
2023-11-17,14,Cafe daytime,8.857142857142858,False
2023-11-18,11,Cafe daytime,10.0,False
2023-11-19,9,Cafe daytime,10.714285714285714,False
2023-11-20,10,Cafe daytime,9.714285714285714,False
2023-11-21,10,Cafe daytime,10.142857142857142,False
2023-11-22,8,Cafe daytime,10.428571428571429,False
2023-11-23,6,Cafe daytime,11.285714285714286,False
2023-11-24,17,Cafe daytime,11.285714285714286,False
2023-11-25,13,Cafe daytime,10.714285714285714,False
2023-11-26,15,Cafe daytime,11.0,False
2023-11-27,10,Cafe daytime,11.142857142857142,False
2023-11-28,6,Cafe daytime,10.714285714285714,False
2023-11-29,10,Cafe daytime,10.571428571428571,False
2023-11-30,7,Cafe daytime,11.285714285714286,False
2023-12-01,14,Cafe daytime,11.428571428571429,False
2023-12-02,12,Cafe daytime,12.285714285714286,False
2023-12-03,20,Cafe daytime,12.571428571428571,False
2023-12-04,11,Cafe daytime,12.571428571428571,False
2023-12-05,12,Cafe daytime,11.714285714285714,False
2023-12-06,12,Cafe daytime,11.428571428571429,False
2023-12-07,7,Cafe daytime,10.285714285714286,False
2023-12-08,8,Cafe daytime,10.142857142857142,False
2023-12-09,10,Cafe daytime,10.142857142857142,False
2023-12-10,12,Cafe daytime,10.285714285714286,False
2023-12-11,10,Cafe daytime,10.285714285714286,False
2023-12-12,12,Cafe daytime,10.428571428571429,False
2023-12-13,13,Cafe daytime,10.428571428571429,False
2023-12-14,7,Cafe daytime,9.714285714285714,False
2023-12-15,9,Cafe daytime,10.285714285714286,False
2023-12-16,10,Cafe daytime,9.142857142857142,False
2023-12-17,7,Cafe daytime,8.285714285714286,False
2023-12-18,14,Cafe daytime,9.0,False
2023-12-19,4,Cafe daytime,8.857142857142858,False
2023-12-20,7,Cafe daytime,10.0,False
2023-12-21,12,Cafe daytime,10.428571428571429,False
2023-12-22,8,Cafe daytime,9.428571428571429,False
2023-12-23,18,Cafe daytime,10.0,False
2023-12-24,10,Cafe daytime,11.142857142857142,False
2023-12-25,7,Cafe daytime,11.285714285714286,False
2023-12-26,8,Cafe daytime,11.714285714285714,False
2023-12-27,15,Cafe daytime,11.0,False
2023-12-28,13,Cafe daytime,14.571428571428571,False
2023-12-29,11,Cafe daytime,15.714285714285714,False
2023-12-30,13,Cafe daytime,15.142857142857142,False
2023-12-31,35,Cafe daytime,14.285714285714286,False
2024-01-01,15,Cafe daytime,13.142857142857142,False
2024-01-02,4,Cafe daytime,12.714285714285714,False
2024-01-03,9,Cafe daytime,12.714285714285714,False
2024-01-04,5,Cafe daytime,8.857142857142858,False
2024-01-05,8,Cafe daytime,8.142857142857142,False
2024-01-06,13,Cafe daytime,8.714285714285714,False
2024-01-07,8,Cafe daytime,8.714285714285714,False
2024-01-08,10,Cafe daytime,9.285714285714286,False
2024-01-09,8,Cafe daytime,9.0,False
2024-01-10,9,Cafe daytime,8.428571428571429,False
2024-01-11,9,Cafe daytime,9.428571428571429,False
2024-01-12,6,Cafe daytime,9.142857142857142,False
2024-01-13,9,Cafe daytime,9.0,False
2024-01-14,15,Cafe daytime,8.285714285714286,False
2024-01-15,8,Cafe daytime,7.571428571428571,False
2024-01-16,7,Cafe daytime,7.571428571428571,False
2024-01-17,4,Cafe daytime,8.142857142857142,False
2024-01-18,4,Cafe daytime,7.714285714285714,False
2024-01-19,6,Cafe daytime,8.428571428571429,False
2024-01-20,13,Cafe daytime,8.428571428571429,False
2024-01-21,12,Cafe daytime,9.428571428571429,False
2024-01-22,13,Cafe daytime,10.857142857142858,False
2024-01-23,7,Cafe daytime,11.0,False
2024-01-24,11,Cafe daytime,10.571428571428571,False
2024-01-25,14,Cafe daytime,9.714285714285714,False
2024-01-26,7,Cafe daytime,9.428571428571429,False
2024-01-27,10,Cafe daytime,9.571428571428571,False
2024-01-28,6,Cafe daytime,8.571428571428571,False
2024-01-29,11,Cafe daytime,7.857142857142857,False
2024-01-30,8,Cafe daytime,8.142857142857142,False
2024-01-31,4,Cafe daytime,9.0,False
2024-02-01,9,Cafe daytime,9.285714285714286,False
2024-02-02,9,Cafe daytime,9.285714285714286,False
2024-02-03,16,Cafe daytime,9.714285714285714,False
2024-02-04,8,Cafe daytime,10.285714285714286,False
2024-02-05,11,Cafe daytime,10.285714285714286,False
2024-02-06,11,Cafe daytime,10.142857142857142,False
2024-02-07,8,Cafe daytime,8.571428571428571,False
2024-02-08,9,Cafe daytime,8.142857142857142,False
2024-02-09,8,Cafe daytime,7.714285714285714,False
2024-02-10,5,Cafe daytime,6.428571428571429,False
2024-02-11,5,Cafe daytime,6.285714285714286,False
2024-02-12,8,Cafe daytime,6.285714285714286,False
2024-02-13,2,Cafe daytime,6.142857142857143,False
2024-02-14,7,Cafe daytime,6.857142857142857,False
2024-02-15,9,Cafe daytime,7.714285714285714,False
2024-02-16,7,Cafe daytime,7.714285714285714,False
2024-02-17,10,Cafe daytime,7.857142857142857,False
2024-02-18,11,Cafe daytime,8.428571428571429,False
2024-02-19,8,Cafe daytime,8.571428571428571,False
2024-02-20,3,Cafe daytime,8.857142857142858,False
2024-02-21,11,Cafe daytime,9.0,False
2024-02-22,10,Cafe daytime,9.0,False
2024-02-23,9,Cafe daytime,9.285714285714286,False
2024-02-24,11,Cafe daytime,10.142857142857142,False
2024-02-25,11,Cafe daytime,9.571428571428571,False
2024-02-26,10,Cafe daytime,9.714285714285714,False
2024-02-27,9,Cafe daytime,9.0,False
2024-02-28,7,Cafe daytime,9.285714285714286,False
2024-02-29,11,Cafe daytime,9.428571428571429,False
2024-03-01,4,Cafe daytime,9.428571428571429,False
2024-03-02,13,Cafe daytime,9.571428571428571,False
2024-03-03,12,Cafe daytime,9.285714285714286,False
2024-03-04,10,Cafe daytime,8.571428571428571,False
2024-03-05,10,Cafe daytime,9.285714285714286,False
2024-03-06,5,Cafe daytime,9.285714285714286,False
2024-03-07,6,Cafe daytime,9.142857142857142,False
2024-03-08,9,Cafe daytime,8.285714285714286,False
2024-03-09,13,Cafe daytime,7.0,False
2024-03-10,11,Cafe daytime,6.714285714285714,False
2024-03-11,4,Cafe daytime,6.285714285714286,True
2024-03-12,1,Cafe daytime,5.428571428571429,True
2024-03-13,3,Cafe daytime,4.285714285714286,True
2024-03-14,3,Cafe daytime,3.7142857142857144,True
2024-03-15,3,Cafe daytime,3.857142857142857,True
2024-03-16,5,Cafe daytime,4.714285714285714,True
2024-03-17,7,Cafe daytime,4.857142857142857,True
2024-03-18,5,Cafe daytime,4.571428571428571,True
2024-03-19,7,Cafe daytime,5.0,True
2024-03-20,4,Cafe daytime,5.0,True
2024-03-21,1,Cafe daytime,4.428571428571429,True
2024-03-22,6,Cafe daytime,4.285714285714286,True
2024-03-23,5,Cafe daytime,3.857142857142857,True
2024-03-24,3,Cafe daytime,3.5714285714285716,True
2024-03-25,4,Cafe daytime,3.4285714285714284,True
2024-03-26,4,Cafe daytime,2.5714285714285716,True
2024-03-27,2,Cafe daytime,2.7142857142857144,True
2024-03-28,0,Cafe daytime,2.857142857142857,True
2024-03-29,0,Cafe daytime,2.4285714285714284,True
2024-03-30,6,Cafe daytime,2.2857142857142856,True
2024-03-31,4,Cafe daytime,2.4285714285714284,True
2024-04-01,1,Cafe daytime,2.7142857142857144,True
2024-04-02,3,Cafe daytime,3.142857142857143,True
2024-04-03,3,Cafe daytime,3.4285714285714284,True
2024-04-04,2,Cafe daytime,3.5714285714285716,True
2024-04-05,3,Cafe daytime,3.4285714285714284,True
2024-04-06,8,Cafe daytime,3.857142857142857,True
2024-04-07,5,Cafe daytime,7.142857142857143,True
2024-04-08,0,Cafe daytime,8.571428571428571,True
2024-04-09,6,Cafe daytime,9.857142857142858,True
2024-04-10,26,Cafe daytime,11.142857142857142,False
2024-04-11,12,Cafe daytime,12.428571428571429,False
2024-04-12,12,Cafe daytime,13.285714285714286,False
2024-04-13,17,Cafe daytime,14.142857142857142,False
2024-04-14,14,Cafe daytime,12.428571428571429,False
2024-04-15,6,Cafe daytime,12.285714285714286,False
2024-04-16,12,Cafe daytime,12.285714285714286,False
2024-04-17,14,Cafe daytime,11.142857142857142,False
2024-04-18,11,Cafe daytime,10.0,False
2024-04-19,12,Cafe daytime,9.571428571428571,False
2024-04-20,9,Cafe daytime,9.0,False
2024-04-21,6,Cafe daytime,8.428571428571429,False
2024-04-22,3,Cafe daytime,8.0,False
2024-04-23,8,Cafe daytime,7.428571428571429,False
2024-04-24,10,Cafe daytime,7.428571428571429,False
2024-04-25,8,Cafe daytime,8.714285714285714,False
2024-04-26,8,Cafe daytime,9.285714285714286,False
2024-04-27,9,Cafe daytime,9.142857142857142,False
2024-04-28,15,Cafe daytime,10.0,False
2024-04-29,7,Cafe daytime,10.571428571428571,False
2024-04-30,7,Cafe daytime,10.857142857142858,False
2024-05-01,16,Cafe daytime,13.0,False
2024-05-02,12,Cafe daytime,11.857142857142858,False
2024-05-03,10,Cafe daytime,12.428571428571429,False
2024-05-04,24,Cafe daytime,12.714285714285714,False
2024-05-05,7,Cafe daytime,11.428571428571429,False
2024-05-06,11,Cafe daytime,11.142857142857142,False
2024-05-07,9,Cafe daytime,11.142857142857142,False
2024-05-08,7,Cafe daytime,10.285714285714286,False
2024-05-09,10,Cafe daytime,10.571428571428571,False
2024-05-10,10,Cafe daytime,11.428571428571429,False
2024-05-11,18,Cafe daytime,11.428571428571429,False
2024-05-12,9,Cafe daytime,11.714285714285714,False
2024-05-13,17,Cafe daytime,12.857142857142858,False
2024-05-14,9,Cafe daytime,12.857142857142858,False
2024-05-15,9,Cafe daytime,12.0,False
2024-05-16,18,Cafe daytime,12.142857142857142,False
2024-05-17,10,Cafe daytime,10.285714285714286,False
2024-05-18,12,Cafe daytime,10.0,False
2024-05-19,10,Cafe daytime,10.714285714285714,False
2024-05-20,4,Cafe daytime,10.0,False
2024-05-21,7,Cafe daytime,10.142857142857142,False
2024-05-22,14,Cafe daytime,10.142857142857142,False
2024-05-23,13,Cafe daytime,10.285714285714286,False
2024-05-24,11,Cafe daytime,10.714285714285714,False
2024-05-25,12,Cafe daytime,10.714285714285714,False
2024-05-26,11,Cafe daytime,9.857142857142858,False
2024-05-27,7,Cafe daytime,9.285714285714286,False
2024-05-28,7,Cafe daytime,9.0,False
2024-05-29,8,Cafe daytime,9.0,False
2024-05-30,9,Cafe daytime,9.428571428571429,False
2024-05-31,9,Cafe daytime,9.571428571428571,False
2024-06-01,12,Cafe daytime,10.285714285714286,False
2024-06-02,14,Cafe daytime,10.142857142857142,False
2024-06-03,8,Cafe daytime,9.714285714285714,False
2024-06-04,12,Cafe daytime,10.571428571428571,False
2024-06-05,7,Cafe daytime,11.571428571428571,False
2024-06-06,6,Cafe daytime,10.714285714285714,False
2024-06-07,15,Cafe daytime,10.571428571428571,False
2024-06-08,19,Cafe daytime,11.142857142857142,False
2024-06-09,8,Cafe daytime,11.428571428571429,False
2024-06-10,7,Cafe daytime,13.0,False
