week_start,item_name,quantity,section,category,avg_price,item_id,split
2023-01-03,Orange Juice,4,Cafe,Beverage,3.9988146214099216,83,train
2023-01-03,Oysters on the Half Shell (6pc),4,Steakhouse,Appetizer,18.0,84,train
2023-01-03,Pepperoni Pizza,8,Italian,Main,15.995066828675577,85,train
2023-01-03,Peroni Beer,4,Italian,Alcohol,6.0,86,train
2023-01-03,Philly Cheesesteak,15,American,Main,12.996579265832997,87,train
2023-01-03,Pork Carnitas Bowl,8,Mexican,Main,12.49350069092584,88,train
2023-01-03,Pork Gyoza (6pc),3,Japanese,Appetizer,7.0,89,train
2023-01-03,Pork Ramen,13,Japanese,Main,13.98749046529367,90,train
2023-01-03,Potato Gnocchi with Pesto,7,Italian,Main,16.0,91,train
2023-01-03,Premium Cabernet Sauvignon (Glass),4,Steakhouse,Alcohol,14.990278706800447,92,train
2023-01-03,Prosciutto & Arugula Pizza,10,Italian,Main,17.5,93,train
2023-01-03,Prosecco,3,Italian,Alcohol,8.495997140814868,94,train
2023-01-03,Queso Dip,7,Mexican,Side,5.0,95,train
2023-01-03,Quinoa Power Bowl,12,Healthy_Vegan,Main,12.0,96,train
2023-01-03,Red Wine (Cabernet),7,Italian,Alcohol,9.994427168576106,97,train
2023-01-03,Red Wine (Chianti),9,Italian,Alcohol,9.0,98,train
2023-01-03,Rice & Beans,2,Mexican,Side,4.0,99,train
2023-01-03,Roasted Chickpeas,5,Healthy_Vegan,Side,3.9971143756558236,100,train
2023-01-03,Salmon Nigiri (2pc),11,Japanese,Main,6.0,101,train
2023-01-03,Sapporo Draft,6,Japanese,Alcohol,6.0,102,train
2023-01-03,Seaweed Salad,2,Japanese,Side,5.5,103,train
2023-01-03,Side Salad with Vinaigrette,5,Healthy_Vegan,Side,5.0,104,train
2023-01-03,Spaghetti Carbonara,18,Italian,Main,16.5,105,train
2023-01-03,Spicy BBQ Bacon Burger,16,American,Main,11.495646875,106,train
2023-01-03,Spicy Jalapeno Margarita,11,Mexican,Alcohol,10.98969902182092,107,train
2023-01-03,Spicy Salsa,2,Mexican,Side,2.0,108,train
2023-01-03,Spicy Tuna Roll,13,Japanese,Main,8.5,109,train
2023-01-03,Sprite,5,American,Beverage,2.5,110,train
2023-01-03,Steak Fajitas,13,Mexican,Main,15.991484674329502,111,train
2023-01-03,Sweet Potato Fries,5,American,Side,4.5,112,train
2023-01-03,Tiramisu,2,Italian,Dessert,7.5,113,train
2023-01-03,Tortilla Chips,4,Mexican,Side,3.0,114,train
2023-01-03,Truffle Mac & Cheese,3,Steakhouse,Side,12.0,115,train
2023-01-03,Truffle Mushroom Pizza,9,Italian,Main,18.0,116,train
2023-01-03,Tuna Sashimi (5pc),9,Japanese,Main,11.989002659574467,117,train
2023-01-03,Vanilla Milkshake,1,American,Dessert,5.0,118,train
2023-01-03,Vegan Buddha Bowl,6,Healthy_Vegan,Main,13.5,119,train
2023-01-03,Vegan Peanut Butter Protein Ball,3,Healthy_Vegan,Dessert,3.0,120,train
2023-01-03,Vegetable Udon,9,Japanese,Main,12.0,121,train
2023-01-03,White Wine (Pinot Grigio),4,Italian,Alcohol,9.0,122,train
2023-01-10,14oz Ribeye,4,Steakhouse,Main,32.0,1,train
2023-01-10,8oz Filet Mignon,9,Steakhouse,Main,34.955182795698924,2,train
2023-01-10,Acai Berry Bowl,9,Healthy_Vegan,Food,9.493237367802587,3,train
2023-01-10,Almond Croissant,3,Cafe,Bakery,4.25,4,train
2023-01-10,Apple Pie,7,American,Dessert,5.0,5,train
2023-01-10,Avocado Toast,15,Cafe,Food,7.998151471643934,6,train
2023-01-10,Bacon Double Burger,21,American,Main,11.997911927675705,7,train
2023-01-10,Beef Lasagna,14,Italian,Main,16.98437701396348,8,train
2023-01-10,Beef Tacos (3pc),12,Mexican,Main,11.0,9,train
2023-01-10,Black Tea,10,Cafe,Beverage,2.5,10,train
2023-01-10,Blueberry Muffin,12,Cafe,Bakery,3.748081671415005,11,train
2023-01-10,Breakfast Sandwich (Egg & Cheese),18,Cafe,Food,6.498472276075999,12,train
2023-01-10,Bruschetta,4,Italian,Appetizer,8.0,13,train
2023-01-10,Buffalo Wings (10pc),1,American,Appetizer,12.5,14,train
2023-01-10,Butter Croissant,7,Cafe,Bakery,3.5,15,train
2023-01-10,California Roll,22,Japanese,Main,6.996050847457627,16,train
2023-01-10,Cannoli,3,Italian,Dessert,6.0,17,train
2023-01-10,Cappuccino,8,Cafe,Beverage,4.498096571028691,18,train
2023-01-10,Caprese Salad,1,Italian,Side,9.0,19,train
2023-01-10,Caramel Flan,4,Mexican,Dessert,5.5,20,train
2023-01-10,Caramel Macchiato,9,Cafe,Beverage,5.247991660875607,21,train
2023-01-10,Chardonnay (Glass),3,Steakhouse,Alcohol,12.0,22,train
2023-01-10,Cheese Quesadilla,13,Mexican,Main,8.5,23,train
2023-01-10,Chicken Burrito,13,Mexican,Main,10.493969979296066,24,train
2023-01-10,Chicken Enchiladas,12,Mexican,Main,13.0,25,train
2023-01-10,Chicken Tenders (4pc),19,American,Main,8.998525791324736,26,train
2023-01-10,Chicken Teriyaki Bento,7,Japanese,Main,14.992618243243243,27,train
2023-01-10,Chocolate Brownie,0,American,Dessert,4.5,28,train
2023-01-10,Chocolate Chip Cookie,6,Cafe,Bakery,2.5,29,train
2023-01-10,Churros with Chocolate,1,Mexican,Dessert,5.99424791086351,30,train
2023-01-10,Classic Cheeseburger,3,American,Main,9.5,31,train
2023-01-10,Classic Margarita,4,Mexican,Alcohol,10.0,32,train
2023-01-10,Coca-Cola,4,American,Beverage,2.5,33,train
2023-01-10,Coconut Water,8,Healthy_Vegan,Beverage,4.0,34,train
2023-01-10,Cold Brew Coffee,3,Cafe,Beverage,4.498591147072823,35,train
2023-01-10,Cold Pressed Green Juice,6,Healthy_Vegan,Beverage,7.0,36,train
2023-01-10,Corona Extra,4,Mexican,Alcohol,5.5,37,train
2023-01-10,Creamed Spinach,7,Steakhouse,Side,8.0,38,train
2023-01-10,Crispy Chicken Sandwich,12,American,Main,10.495940199335548,39,train
2023-01-10,Crème Brûlée,5,Steakhouse,Dessert,10.0,40,train
2023-01-10,Diet Coke,12,American,Beverage,2.499221411192214,41,train
2023-01-10,Dr Pepper,10,American,Beverage,2.5,42,train
2023-01-10,Dragon Roll,8,Japanese,Main,12.992113144758735,43,train
2023-01-10,Edamame,6,Japanese,Appetizer,5.0,44,train
2023-01-10,Espresso,13,Cafe,Beverage,3.0,45,train
2023-01-10,Everything Bagel with Cream Cheese,14,Cafe,Bakery,4.5,46,train
2023-01-10,Fettuccine Alfredo,12,Italian,Main,15.490061590145576,47,train
2023-01-10,French Fries,8,American,Side,3.5,48,train
2023-01-10,Fried Calamari,3,Italian,Appetizer,12.0,49,train
2023-01-10,Fruit Smoothie,2,Cafe,Beverage,6.5,50,train
2023-01-10,Garlic Bread,8,Italian,Side,5.0,51,train
2023-01-10,Garlic Mashed Potatoes,5,Steakhouse,Side,6.996097318768619,52,train
2023-01-10,Green Tea,6,Japanese,Beverage,2.5,53,train
2023-01-10,Green Tea Mochi Ice Cream,2,Japanese,Dessert,4.5,54,train
2023-01-10,Grilled Asparagus,3,Steakhouse,Side,9.0,55,train
2023-01-10,Grilled Atlantic Salmon,10,Steakhouse,Main,25.99063733784546,56,train
2023-01-10,Grilled Tofu Wrap,6,Healthy_Vegan,Main,9.99472972972973,57,train
2023-01-10,Guacamole,6,Mexican,Side,4.494790145985402,58,train
2023-01-10,Herb-Crusted Rack of Lamb,8,Steakhouse,Main,38.0,59,train
2023-01-10,Horchata,5,Mexican,Beverage,4.0,60,train
2023-01-10,Hot Dog with Mustard,14,American,Main,5.999083931666254,61,train
2023-01-10,Hot Sake (Small),6,Japanese,Alcohol,7.0,62,train
2023-01-10,Hummus & Pita,3,Healthy_Vegan,Side,6.5,63,train
2023-01-10,Iced Latte,6,Cafe,Beverage,4.7484972541188215,64,train
2023-01-10,Iced Tea,1,American,Beverage,3.0,65,train
2023-01-10,Jumbo Shrimp Cocktail,1,Steakhouse,Appetizer,16.0,66,train
2023-01-10,Kale & Sweet Potato Salad,5,Healthy_Vegan,Main,11.0,67,train
2023-01-10,Kombucha (Ginger),11,Healthy_Vegan,Beverage,5.0,68,train
2023-01-10,Lemon Gelato,0,Italian,Dessert,5.5,69,train
2023-01-10,Loaded Nachos,9,American,Appetizer,9.0,70,train
2023-01-10,Lobster Ravioli,9,Italian,Main,21.991546321525885,71,train
2023-01-10,Mac & Cheese,9,American,Side,4.9983868974042025,72,train
2023-01-10,Margherita Pizza,12,Italian,Main,13.996096,73,train
2023-01-10,Matcha Green Tea Latte,4,Cafe,Beverage,5.5,74,train
2023-01-10,Meatball Calzone,5,Italian,Main,14.995348326933627,75,train
2023-01-10,Mexican Coke (Glass Bottle),5,Mexican,Beverage,3.4976345177664974,76,train
2023-01-10,Miso Soup,3,Japanese,Side,3.5,77,train
2023-01-10,Modelo Especial,3,Mexican,Alcohol,6.0,78,train
2023-01-10,New York Cheesecake,4,Steakhouse,Dessert,9.0,79,train
2023-01-10,Oatmeal with Berries,14,Cafe,Food,5.499010950194278,80,train
2023-01-10,Old Fashioned Cocktail,12,Steakhouse,Alcohol,14.0,81,train
2023-01-10,Onion Rings,4,American,Side,4.5,82,train
2023-01-10,Orange Juice,9,Cafe,Beverage,3.9988146214099216,83,train
2023-01-10,Oysters on the Half Shell (6pc),4,Steakhouse,Appetizer,18.0,84,train
2023-01-10,Pepperoni Pizza,8,Italian,Main,15.995066828675577,85,train
2023-01-10,Peroni Beer,4,Italian,Alcohol,6.0,86,train
2023-01-10,Philly Cheesesteak,15,American,Main,12.996579265832997,87,train
2023-01-10,Pork Carnitas Bowl,14,Mexican,Main,12.49350069092584,88,train
2023-01-10,Pork Gyoza (6pc),4,Japanese,Appetizer,7.0,89,train
2023-01-10,Pork Ramen,12,Japanese,Main,13.98749046529367,90,train
2023-01-10,Potato Gnocchi with Pesto,8,Italian,Main,16.0,91,train
2023-01-10,Premium Cabernet Sauvignon (Glass),7,Steakhouse,Alcohol,14.990278706800447,92,train
2023-01-10,Prosciutto & Arugula Pizza,5,Italian,Main,17.5,93,train
2023-01-10,Prosecco,7,Italian,Alcohol,8.495997140814868,94,train
2023-01-10,Queso Dip,5,Mexican,Side,5.0,95,train
2023-01-10,Quinoa Power Bowl,12,Healthy_Vegan,Main,12.0,96,train
2023-01-10,Red Wine (Cabernet),9,Italian,Alcohol,9.994427168576106,97,train
2023-01-10,Red Wine (Chianti),10,Italian,Alcohol,9.0,98,train
2023-01-10,Rice & Beans,12,Mexican,Side,4.0,99,train
2023-01-10,Roasted Chickpeas,9,Healthy_Vegan,Side,3.9971143756558236,100,train
2023-01-10,Salmon Nigiri (2pc),15,Japanese,Main,6.0,101,train
2023-01-10,Sapporo Draft,3,Japanese,Alcohol,6.0,102,train
2023-01-10,Seaweed Salad,4,Japanese,Side,5.5,103,train
2023-01-10,Side Salad with Vinaigrette,3,Healthy_Vegan,Side,5.0,104,train
2023-01-10,Spaghetti Carbonara,9,Italian,Main,16.5,105,train
2023-01-10,Spicy BBQ Bacon Burger,15,American,Main,11.495646875,106,train
2023-01-10,Spicy Jalapeno Margarita,7,Mexican,Alcohol,10.98969902182092,107,train
2023-01-10,Spicy Salsa,8,Mexican,Side,2.0,108,train
2023-01-10,Spicy Tuna Roll,21,Japanese,Main,8.5,109,train
2023-01-10,Sprite,1,American,Beverage,2.5,110,train
2023-01-10,Steak Fajitas,14,Mexican,Main,15.991484674329502,111,train
2023-01-10,Sweet Potato Fries,7,American,Side,4.5,112,train
2023-01-10,Tiramisu,1,Italian,Dessert,7.5,113,train
2023-01-10,Tortilla Chips,9,Mexican,Side,3.0,114,train
2023-01-10,Truffle Mac & Cheese,6,Steakhouse,Side,12.0,115,train
2023-01-10,Truffle Mushroom Pizza,12,Italian,Main,18.0,116,train
2023-01-10,Tuna Sashimi (5pc),11,Japanese,Main,11.989002659574467,117,train
2023-01-10,Vanilla Milkshake,1,American,Dessert,5.0,118,train
2023-01-10,Vegan Buddha Bowl,4,Healthy_Vegan,Main,13.5,119,train
2023-01-10,Vegan Peanut Butter Protein Ball,2,Healthy_Vegan,Dessert,3.0,120,train
2023-01-10,Vegetable Udon,14,Japanese,Main,12.0,121,train
2023-01-10,White Wine (Pinot Grigio),4,Italian,Alcohol,9.0,122,train
2023-01-17,14oz Ribeye,3,Steakhouse,Main,32.0,1,train
2023-01-17,8oz Filet Mignon,6,Steakhouse,Main,34.955182795698924,2,train
2023-01-17,Acai Berry Bowl,3,Healthy_Vegan,Food,9.493237367802587,3,train
2023-01-17,Almond Croissant,9,Cafe,Bakery,4.25,4,train
2023-01-17,Apple Pie,5,American,Dessert,5.0,5,train
2023-01-17,Avocado Toast,10,Cafe,Food,7.998151471643934,6,train
2023-01-17,Bacon Double Burger,16,American,Main,11.997911927675705,7,train
2023-01-17,Beef Lasagna,12,Italian,Main,16.98437701396348,8,train
2023-01-17,Beef Tacos (3pc),10,Mexican,Main,11.0,9,train
2023-01-17,Black Tea,20,Cafe,Beverage,2.5,10,train
2023-01-17,Blueberry Muffin,10,Cafe,Bakery,3.748081671415005,11,train
2023-01-17,Breakfast Sandwich (Egg & Cheese),16,Cafe,Food,6.498472276075999,12,train
2023-01-17,Bruschetta,2,Italian,Appetizer,8.0,13,train
2023-01-17,Buffalo Wings (10pc),9,American,Appetizer,12.5,14,train
2023-01-17,Butter Croissant,8,Cafe,Bakery,3.5,15,train
2023-01-17,California Roll,12,Japanese,Main,6.996050847457627,16,train
2023-01-17,Cannoli,2,Italian,Dessert,6.0,17,train
2023-01-17,Cappuccino,12,Cafe,Beverage,4.498096571028691,18,train
2023-01-17,Caprese Salad,5,Italian,Side,9.0,19,train
2023-01-17,Caramel Flan,3,Mexican,Dessert,5.5,20,train
2023-01-17,Caramel Macchiato,11,Cafe,Beverage,5.247991660875607,21,train
2023-01-17,Chardonnay (Glass),1,Steakhouse,Alcohol,12.0,22,train
2023-01-17,Cheese Quesadilla,10,Mexican,Main,8.5,23,train
2023-01-17,Chicken Burrito,17,Mexican,Main,10.493969979296066,24,train
2023-01-17,Chicken Enchiladas,14,Mexican,Main,13.0,25,train
2023-01-17,Chicken Tenders (4pc),20,American,Main,8.998525791324736,26,train
2023-01-17,Chicken Teriyaki Bento,4,Japanese,Main,14.992618243243243,27,train
2023-01-17,Chocolate Brownie,3,American,Dessert,4.5,28,train
2023-01-17,Chocolate Chip Cookie,11,Cafe,Bakery,2.5,29,train
2023-01-17,Churros with Chocolate,2,Mexican,Dessert,5.99424791086351,30,train
2023-01-17,Classic Cheeseburger,13,American,Main,9.5,31,train
2023-01-17,Classic Margarita,5,Mexican,Alcohol,10.0,32,train
2023-01-17,Coca-Cola,7,American,Beverage,2.5,33,train
2023-01-17,Coconut Water,2,Healthy_Vegan,Beverage,4.0,34,train
2023-01-17,Cold Brew Coffee,9,Cafe,Beverage,4.498591147072823,35,train
2023-01-17,Cold Pressed Green Juice,1,Healthy_Vegan,Beverage,7.0,36,train
2023-01-17,Corona Extra,1,Mexican,Alcohol,5.5,37,train
2023-01-17,Creamed Spinach,4,Steakhouse,Side,8.0,38,train
2023-01-17,Crispy Chicken Sandwich,11,American,Main,10.495940199335548,39,train
2023-01-17,Crème Brûlée,2,Steakhouse,Dessert,10.0,40,train
2023-01-17,Diet Coke,8,American,Beverage,2.499221411192214,41,train
2023-01-17,Dr Pepper,18,American,Beverage,2.5,42,train
2023-01-17,Dragon Roll,6,Japanese,Main,12.992113144758735,43,train
2023-01-17,Edamame,7,Japanese,Appetizer,5.0,44,train
2023-01-17,Espresso,12,Cafe,Beverage,3.0,45,train
2023-01-17,Everything Bagel with Cream Cheese,10,Cafe,Bakery,4.5,46,train
2023-01-17,Fettuccine Alfredo,12,Italian,Main,15.490061590145576,47,train
2023-01-17,French Fries,15,American,Side,3.5,48,train
2023-01-17,Fried Calamari,5,Italian,Appetizer,12.0,49,train
2023-01-17,Fruit Smoothie,5,Cafe,Beverage,6.5,50,train
2023-01-17,Garlic Bread,13,Italian,Side,5.0,51,train
2023-01-17,Garlic Mashed Potatoes,5,Steakhouse,Side,6.996097318768619,52,train
2023-01-17,Green Tea,5,Japanese,Beverage,2.5,53,train
2023-01-17,Green Tea Mochi Ice Cream,0,Japanese,Dessert,4.5,54,train
2023-01-17,Grilled Asparagus,2,Steakhouse,Side,9.0,55,train
2023-01-17,Grilled Atlantic Salmon,2,Steakhouse,Main,25.99063733784546,56,train
2023-01-17,Grilled Tofu Wrap,4,Healthy_Vegan,Main,9.99472972972973,57,train
2023-01-17,Guacamole,6,Mexican,Side,4.494790145985402,58,train
2023-01-17,Herb-Crusted Rack of Lamb,7,Steakhouse,Main,38.0,59,train
2023-01-17,Horchata,4,Mexican,Beverage,4.0,60,train
2023-01-17,Hot Dog with Mustard,22,American,Main,5.999083931666254,61,train
2023-01-17,Hot Sake (Small),2,Japanese,Alcohol,7.0,62,train
2023-01-17,Hummus & Pita,5,Healthy_Vegan,Side,6.5,63,train
2023-01-17,Iced Latte,13,Cafe,Beverage,4.7484972541188215,64,train
2023-01-17,Iced Tea,5,American,Beverage,3.0,65,train
2023-01-17,Jumbo Shrimp Cocktail,0,Steakhouse,Appetizer,16.0,66,train
2023-01-17,Kale & Sweet Potato Salad,7,Healthy_Vegan,Main,11.0,67,train
2023-01-17,Kombucha (Ginger),4,Healthy_Vegan,Beverage,5.0,68,train
2023-01-17,Lemon Gelato,3,Italian,Dessert,5.5,69,train
2023-01-17,Loaded Nachos,1,American,Appetizer,9.0,70,train
2023-01-17,Lobster Ravioli,6,Italian,Main,21.991546321525885,71,train
2023-01-17,Mac & Cheese,11,American,Side,4.9983868974042025,72,train
2023-01-17,Margherita Pizza,11,Italian,Main,13.996096,73,train
2023-01-17,Matcha Green Tea Latte,9,Cafe,Beverage,5.5,74,train
2023-01-17,Meatball Calzone,6,Italian,Main,14.995348326933627,75,train
2023-01-17,Mexican Coke (Glass Bottle),4,Mexican,Beverage,3.4976345177664974,76,train
2023-01-17,Miso Soup,2,Japanese,Side,3.5,77,train
2023-01-17,Modelo Especial,3,Mexican,Alcohol,6.0,78,train
2023-01-17,New York Cheesecake,2,Steakhouse,Dessert,9.0,79,train
2023-01-17,Oatmeal with Berries,16,Cafe,Food,5.499010950194278,80,train
2023-01-17,Old Fashioned Cocktail,6,Steakhouse,Alcohol,14.0,81,train
2023-01-17,Onion Rings,11,American,Side,4.5,82,train
2023-01-17,Orange Juice,3,Cafe,Beverage,3.9988146214099216,83,train
2023-01-17,Oysters on the Half Shell (6pc),4,Steakhouse,Appetizer,18.0,84,train
2023-01-17,Pepperoni Pizza,10,Italian,Main,15.995066828675577,85,train
2023-01-17,Peroni Beer,7,Italian,Alcohol,6.0,86,train
2023-01-17,Philly Cheesesteak,9,American,Main,12.996579265832997,87,train
2023-01-17,Pork Carnitas Bowl,5,Mexican,Main,12.49350069092584,88,train
2023-01-17,Pork Gyoza (6pc),7,Japanese,Appetizer,7.0,89,train
2023-01-17,Pork Ramen,7,Japanese,Main,13.98749046529367,90,train
2023-01-17,Potato Gnocchi with Pesto,4,Italian,Main,16.0,91,train
2023-01-17,Premium Cabernet Sauvignon (Glass),3,Steakhouse,Alcohol,14.990278706800447,92,train
2023-01-17,Prosciutto & Arugula Pizza,11,Italian,Main,17.5,93,train
2023-01-17,Prosecco,3,Italian,Alcohol,8.495997140814868,94,train
2023-01-17,Queso Dip,8,Mexican,Side,5.0,95,train
2023-01-17,Quinoa Power Bowl,5,Healthy_Vegan,Main,12.0,96,train
2023-01-17,Red Wine (Cabernet),8,Italian,Alcohol,9.994427168576106,97,train
2023-01-17,Red Wine (Chianti),7,Italian,Alcohol,9.0,98,train
2023-01-17,Rice & Beans,5,Mexican,Side,4.0,99,train
2023-01-17,Roasted Chickpeas,4,Healthy_Vegan,Side,3.9971143756558236,100,train
2023-01-17,Salmon Nigiri (2pc),7,Japanese,Main,6.0,101,train
2023-01-17,Sapporo Draft,3,Japanese,Alcohol,6.0,102,train
2023-01-17,Seaweed Salad,2,Japanese,Side,5.5,103,train
2023-01-17,Side Salad with Vinaigrette,6,Healthy_Vegan,Side,5.0,104,train
2023-01-17,Spaghetti Carbonara,7,Italian,Main,16.5,105,train
2023-01-17,Spicy BBQ Bacon Burger,19,American,Main,11.495646875,106,train
2023-01-17,Spicy Jalapeno Margarita,6,Mexican,Alcohol,10.98969902182092,107,train
2023-01-17,Spicy Salsa,3,Mexican,Side,2.0,108,train
2023-01-17,Spicy Tuna Roll,5,Japanese,Main,8.5,109,train
2023-01-17,Sprite,8,American,Beverage,2.5,110,train
2023-01-17,Steak Fajitas,15,Mexican,Main,15.991484674329502,111,train
2023-01-17,Sweet Potato Fries,1,American,Side,4.5,112,train
2023-01-17,Tiramisu,4,Italian,Dessert,7.5,113,train
2023-01-17,Tortilla Chips,9,Mexican,Side,3.0,114,train
2023-01-17,Truffle Mac & Cheese,5,Steakhouse,Side,12.0,115,train
2023-01-17,Truffle Mushroom Pizza,9,Italian,Main,18.0,116,train
2023-01-17,Tuna Sashimi (5pc),2,Japanese,Main,11.989002659574467,117,train
2023-01-17,Vanilla Milkshake,5,American,Dessert,5.0,118,train
2023-01-17,Vegan Buddha Bowl,5,Healthy_Vegan,Main,13.5,119,train
2023-01-17,Vegan Peanut Butter Protein Ball,3,Healthy_Vegan,Dessert,3.0,120,train
2023-01-17,Vegetable Udon,11,Japanese,Main,12.0,121,train
2023-01-17,White Wine (Pinot Grigio),4,Italian,Alcohol,9.0,122,train
