record_type,k,seed,seed_b,ari,metric,value
pairwise_seed_ari,5,1.0,8.0,0.999298225618361,pairwise_ari,0.999298225618361
pairwise_seed_ari,5,1.0,9.0,0.9985591081958615,pairwise_ari,0.9985591081958615
pairwise_seed_ari,5,1.0,10.0,0.9981127580213465,pairwise_ari,0.9981127580213465
pairwise_seed_ari,5,1.0,11.0,1.0,pairwise_ari,1.0
pairwise_seed_ari,5,1.0,12.0,0.9952988357616592,pairwise_ari,0.9952988357616592
pairwise_seed_ari,5,1.0,13.0,0.9995764412859836,pairwise_ari,0.9995764412859836
pairwise_seed_ari,5,1.0,14.0,0.9997881590197113,pairwise_ari,0.9997881590197113
pairwise_seed_ari,5,1.0,15.0,0.9997881590197113,pairwise_ari,0.9997881590197113
pairwise_seed_ari,5,1.0,16.0,0.9995764412859836,pairwise_ari,0.9995764412859836
pairwise_seed_ari,5,1.0,17.0,0.9997881590197113,pairwise_ari,0.9997881590197113
pairwise_seed_ari,5,1.0,18.0,0.9989629407017536,pairwise_ari,0.9989629407017536
pairwise_seed_ari,5,1.0,19.0,0.995010100548691,pairwise_ari,0.995010100548691
pairwise_seed_ari,5,1.0,20.0,0.9986651590209803,pairwise_ari,0.9986651590209803
pairwise_seed_ari,5,1.0,21.0,0.9936554616140821,pairwise_ari,0.9936554616140821
pairwise_seed_ari,5,1.0,22.0,0.9994585839418232,pairwise_ari,0.9994585839418232
pairwise_seed_ari,5,1.0,23.0,0.9980413225560169,pairwise_ari,0.9980413225560169
pairwise_seed_ari,5,1.0,24.0,0.9980941245436306,pairwise_ari,0.9980941245436306
pairwise_seed_ari,5,1.0,25.0,0.9955811811669673,pairwise_ari,0.9955811811669673
pairwise_seed_ari,5,1.0,26.0,0.9978183415033558,pairwise_ari,0.9978183415033558
pairwise_seed_ari,5,1.0,27.0,0.9924051386637223,pairwise_ari,0.9924051386637223
pairwise_seed_ari,5,1.0,28.0,1.0,pairwise_ari,1.0
pairwise_seed_ari,5,1.0,29.0,0.9995764412859836,pairwise_ari,0.9995764412859836
pairwise_seed_ari,5,2.0,3.0,0.9980422044606957,pairwise_ari,0.9980422044606957
pairwise_seed_ari,5,2.0,4.0,0.9978180963027572,pairwise_ari,0.9978180963027572
pairwise_seed_ari,5,2.0,5.0,0.9976064025281008,pairwise_ari,0.9976064025281008
pairwise_seed_ari,5,2.0,6.0,0.9977584075746776,pairwise_ari,0.9977584075746776
pairwise_seed_ari,5,2.0,7.0,0.9978180963027572,pairwise_ari,0.9978180963027572
pairwise_seed_ari,5,2.0,8.0,0.997777103871449,pairwise_ari,0.997777103871449
pairwise_seed_ari,5,2.0,9.0,0.9975252868446844,pairwise_ari,0.9975252868446844
pairwise_seed_ari,5,2.0,10.0,0.996143588699833,pairwise_ari,0.996143588699833
pairwise_seed_ari,5,2.0,11.0,0.9980299134539016,pairwise_ari,0.9980299134539016
pairwise_seed_ari,5,2.0,12.0,0.9933303056461801,pairwise_ari,0.9933303056461801
pairwise_seed_ari,5,2.0,13.0,0.9976064025281008,pairwise_ari,0.9976064025281008
pairwise_seed_ari,5,2.0,14.0,0.9978180963027572,pairwise_ari,0.9978180963027572
pairwise_seed_ari,5,2.0,15.0,0.9978180963027572,pairwise_ari,0.9978180963027572
pairwise_seed_ari,5,2.0,16.0,0.9976064025281008,pairwise_ari,0.9976064025281008
pairwise_seed_ari,5,2.0,17.0,0.9978180963027572,pairwise_ari,0.9978180963027572
pairwise_seed_ari,5,2.0,18.0,0.9969931869030093,pairwise_ari,0.9969931869030093
pairwise_seed_ari,5,2.0,19.0,0.9930424259428019,pairwise_ari,0.9930424259428019
pairwise_seed_ari,5,2.0,20.0,0.9984904330916538,pairwise_ari,0.9984904330916538
pairwise_seed_ari,5,2.0,21.0,0.9939700234793695,pairwise_ari,0.9939700234793695
pairwise_seed_ari,5,2.0,22.0,0.9974894255833543,pairwise_ari,0.9974894255833543
pairwise_seed_ari,5,2.0,23.0,0.9960721211308576,pairwise_ari,0.9960721211308576
pairwise_seed_ari,5,2.0,24.0,0.996124369182292,pairwise_ari,0.996124369182292
pairwise_seed_ari,5,2.0,25.0,0.9936126583181126,pairwise_ari,0.9936126583181126
pairwise_seed_ari,5,2.0,26.0,0.9997884479906619,pairwise_ari,0.9997884479906619
pairwise_seed_ari,5,2.0,27.0,0.9932675225579487,pairwise_ari,0.9932675225579487
pairwise_seed_ari,5,2.0,28.0,0.9980299134539016,pairwise_ari,0.9980299134539016
pairwise_seed_ari,5,2.0,29.0,0.9976064025281008,pairwise_ari,0.9976064025281008
pairwise_seed_ari,5,3.0,4.0,0.9997750242908275,pairwise_ari,0.9997750242908275
pairwise_seed_ari,5,3.0,5.0,0.9995631854438745,pairwise_ari,0.9995631854438745
pairwise_seed_ari,5,3.0,6.0,0.9992927754899837,pairwise_ari,0.9992927754899837
pairwise_seed_ari,5,3.0,7.0,0.9997750242908275,pairwise_ari,0.9997750242908275
pairwise_seed_ari,5,3.0,8.0,0.9997349336703278,pairwise_ari,0.9997349336703278
pairwise_seed_ari,5,3.0,9.0,0.9989955824443729,pairwise_ari,0.9989955824443729
pairwise_seed_ari,5,3.0,10.0,0.9980996353658368,pairwise_ari,0.9980996353658368
pairwise_seed_ari,5,3.0,11.0,0.9995633072641643,pairwise_ari,0.9995633072641643
pairwise_seed_ari,5,3.0,12.0,0.9952857323693658,pairwise_ari,0.9952857323693658
pairwise_seed_ari,5,3.0,13.0,0.9995631854438745,pairwise_ari,0.9995631854438745
pairwise_seed_ari,5,3.0,14.0,0.9993515911552554,pairwise_ari,0.9993515911552554
pairwise_seed_ari,5,3.0,15.0,0.9997750242908275,pairwise_ari,0.9997750242908275
pairwise_seed_ari,5,3.0,16.0,0.9995631854438745,pairwise_ari,0.9995631854438745
pairwise_seed_ari,5,3.0,17.0,0.9997750242908275,pairwise_ari,0.9997750242908275
pairwise_seed_ari,5,3.0,18.0,0.9989498114119658,pairwise_ari,0.9989498114119658
pairwise_seed_ari,5,3.0,19.0,0.9945735686738203,pairwise_ari,0.9945735686738203
pairwise_seed_ari,5,3.0,20.0,0.9986779369955904,pairwise_ari,0.9986779369955904
pairwise_seed_ari,5,3.0,21.0,0.9940910843109123,pairwise_ari,0.9940910843109123
pairwise_seed_ari,5,3.0,22.0,0.9990220211164682,pairwise_ari,0.9990220211164682
pairwise_seed_ari,5,3.0,23.0,0.9976047288800225,pairwise_ari,0.9976047288800225
pairwise_seed_ari,5,3.0,24.0,0.9980810013882098,pairwise_ari,0.9980810013882098
pairwise_seed_ari,5,3.0,25.0,0.995568075824201,pairwise_ari,0.995568075824201
pairwise_seed_ari,5,3.0,26.0,0.9978307568963324,pairwise_ari,0.9978307568963324
pairwise_seed_ari,5,3.0,27.0,0.9928401230141498,pairwise_ari,0.9928401230141498
pairwise_seed_ari,5,3.0,28.0,0.9995633072641643,pairwise_ari,0.9995633072641643
pairwise_seed_ari,5,3.0,29.0,0.9995631854438745,pairwise_ari,0.9995631854438745
pairwise_seed_ari,5,4.0,5.0,0.9997881594802769,pairwise_ari,0.9997881594802769
pairwise_seed_ari,5,4.0,6.0,0.9990677906946563,pairwise_ari,0.9990677906946563
pairwise_seed_ari,5,4.0,7.0,1.0,pairwise_ari,1.0
pairwise_seed_ari,5,4.0,8.0,0.9995099493525853,pairwise_ari,0.9995099493525853
pairwise_seed_ari,5,4.0,9.0,0.998770712847036,pairwise_ari,0.998770712847036
pairwise_seed_ari,5,4.0,10.0,0.9983244928376072,pairwise_ari,0.9983244928376072
pairwise_seed_ari,5,4.0,11.0,0.9997881590197113,pairwise_ari,0.9997881590197113
pairwise_seed_ari,5,4.0,12.0,0.9955106151479062,pairwise_ari,0.9955106151479062
pairwise_seed_ari,5,4.0,13.0,0.9997881594802769,pairwise_ari,0.9997881594802769
pairwise_seed_ari,5,4.0,14.0,0.9995764412552871,pairwise_ari,0.9995764412552871
pairwise_seed_ari,5,4.0,15.0,1.0,pairwise_ari,1.0
pairwise_seed_ari,5,4.0,16.0,0.9997881594802769,pairwise_ari,0.9997881594802769
pairwise_seed_ari,5,4.0,17.0,1.0,pairwise_ari,1.0
pairwise_seed_ari,5,4.0,18.0,0.9991747980562752,pairwise_ari,0.9991747980562752
pairwise_seed_ari,5,4.0,19.0,0.9947982049178905,pairwise_ari,0.9947982049178905
pairwise_seed_ari,5,4.0,20.0,0.9984534496859481,pairwise_ari,0.9984534496859481
pairwise_seed_ari,5,4.0,21.0,0.9938666252060488,pairwise_ari,0.9938666252060488
pairwise_seed_ari,5,4.0,22.0,0.9992467449582036,pairwise_ari,0.9992467449582036
pairwise_seed_ari,5,4.0,23.0,0.9978294647572411,pairwise_ari,0.9978294647572411
pairwise_seed_ari,5,4.0,24.0,0.9983059925851299,pairwise_ari,0.9983059925851299
pairwise_seed_ari,5,4.0,25.0,0.995792956349168,pairwise_ari,0.995792956349168
pairwise_seed_ari,5,4.0,26.0,0.997606647524386,pairwise_ari,0.997606647524386
pairwise_seed_ari,5,4.0,27.0,0.9926164098384167,pairwise_ari,0.9926164098384167
pairwise_seed_ari,5,4.0,28.0,0.9997881590197113,pairwise_ari,0.9997881590197113
pairwise_seed_ari,5,4.0,29.0,0.9997881594802769,pairwise_ari,0.9997881594802769
pairwise_seed_ari,5,5.0,6.0,0.9992793893887405,pairwise_ari,0.9992793893887405
pairwise_seed_ari,5,5.0,7.0,0.9997881594802769,pairwise_ari,0.9997881594802769
pairwise_seed_ari,5,5.0,8.0,0.9992981043707819,pairwise_ari,0.9992981043707819
pairwise_seed_ari,5,5.0,9.0,0.998982439902314,pairwise_ari,0.998982439902314
pairwise_seed_ari,5,5.0,10.0,0.998112639346123,pairwise_ari,0.998112639346123
pairwise_seed_ari,5,5.0,11.0,0.9995764412859836,pairwise_ari,0.9995764412859836
pairwise_seed_ari,5,5.0,12.0,0.9952987231870809,pairwise_ari,0.9952987231870809
pairwise_seed_ari,5,5.0,13.0,1.0,pairwise_ari,1.0
pairwise_seed_ari,5,5.0,14.0,0.9997881594802769,pairwise_ari,0.9997881594802769
pairwise_seed_ari,5,5.0,15.0,0.9997881594802769,pairwise_ari,0.9997881594802769
pairwise_seed_ari,5,5.0,16.0,1.0,pairwise_ari,1.0
pairwise_seed_ari,5,5.0,17.0,0.9997881594802769,pairwise_ari,0.9997881594802769
pairwise_seed_ari,5,5.0,18.0,0.9989629429569087,pairwise_ari,0.9989629429569087
pairwise_seed_ari,5,5.0,19.0,0.9945864329307879,pairwise_ari,0.9945864329307879
pairwise_seed_ari,5,5.0,20.0,0.9986645480912419,pairwise_ari,0.9986645480912419
pairwise_seed_ari,5,5.0,21.0,0.9936547386104394,pairwise_ari,0.9936547386104394
pairwise_seed_ari,5,5.0,22.0,0.99903502925954,pairwise_ari,0.99903502925954
pairwise_seed_ari,5,5.0,23.0,0.9976177303581089,pairwise_ari,0.9976177303581089
pairwise_seed_ari,5,5.0,24.0,0.9980941286886332,pairwise_ari,0.9980941286886332
pairwise_seed_ari,5,5.0,25.0,0.9955810679798258,pairwise_ari,0.9955810679798258
pairwise_seed_ari,5,5.0,26.0,0.9978178552134457,pairwise_ari,0.9978178552134457
pairwise_seed_ari,5,5.0,27.0,0.9924045412259157,pairwise_ari,0.9924045412259157
pairwise_seed_ari,5,5.0,28.0,0.9995764412859836,pairwise_ari,0.9995764412859836
pairwise_seed_ari,5,5.0,29.0,1.0,pairwise_ari,1.0
pairwise_seed_ari,5,6.0,7.0,0.9990677906946563,pairwise_ari,0.9990677906946563
pairwise_seed_ari,5,6.0,8.0,0.9990278053394451,pairwise_ari,0.9990278053394451
pairwise_seed_ari,5,6.0,9.0,0.9992793616040813,pairwise_ari,0.9992793616040813
pairwise_seed_ari,5,6.0,10.0,0.9973930564965671,pairwise_ari,0.9973930564965671
pairwise_seed_ari,5,6.0,11.0,0.9992795105943212,pairwise_ari,0.9992795105943212
pairwise_seed_ari,5,6.0,12.0,0.9951447225842452,pairwise_ari,0.9951447225842452
pairwise_seed_ari,5,6.0,13.0,0.9992793893887405,pairwise_ari,0.9992793893887405
pairwise_seed_ari,5,6.0,14.0,0.9994912320082519,pairwise_ari,0.9994912320082519
pairwise_seed_ari,5,6.0,15.0,0.9990677906946563,pairwise_ari,0.9990677906946563
pairwise_seed_ari,5,6.0,16.0,0.9992793893887405,pairwise_ari,0.9992793893887405
pairwise_seed_ari,5,6.0,17.0,0.9990677906946563,pairwise_ari,0.9990677906946563
pairwise_seed_ari,5,6.0,18.0,0.9988101275255911,pairwise_ari,0.9988101275255911
pairwise_seed_ari,5,6.0,19.0,0.9948559813870441,pairwise_ari,0.9948559813870441
pairwise_seed_ari,5,6.0,20.0,0.9988170689863629,pairwise_ari,0.9988170689863629
pairwise_seed_ari,5,6.0,21.0,0.9939505449915168,pairwise_ari,0.9939505449915168
pairwise_seed_ari,5,6.0,22.0,0.9987383386769885,pairwise_ari,0.9987383386769885
pairwise_seed_ari,5,6.0,23.0,0.9978880049987493,pairwise_ari,0.9978880049987493
pairwise_seed_ari,5,6.0,24.0,0.997940803122816,pairwise_ari,0.997940803122816
pairwise_seed_ari,5,6.0,25.0,0.9954271969033348,pairwise_ari,0.9954271969033348
pairwise_seed_ari,5,6.0,26.0,0.9979699857850867,pairwise_ari,0.9979699857850867
pairwise_seed_ari,5,6.0,27.0,0.9926992021560236,pairwise_ari,0.9926992021560236
pairwise_seed_ari,5,6.0,28.0,0.9992795105943212,pairwise_ari,0.9992795105943212
pairwise_seed_ari,5,6.0,29.0,0.9992793893887405,pairwise_ari,0.9992793893887405
pairwise_seed_ari,5,7.0,8.0,0.9995099493525853,pairwise_ari,0.9995099493525853
pairwise_seed_ari,5,7.0,9.0,0.998770712847036,pairwise_ari,0.998770712847036
pairwise_seed_ari,5,7.0,10.0,0.9983244928376072,pairwise_ari,0.9983244928376072
pairwise_seed_ari,5,7.0,11.0,0.9997881590197113,pairwise_ari,0.9997881590197113
pairwise_seed_ari,5,7.0,12.0,0.9955106151479062,pairwise_ari,0.9955106151479062
pairwise_seed_ari,5,7.0,13.0,0.9997881594802769,pairwise_ari,0.9997881594802769
pairwise_seed_ari,5,7.0,14.0,0.9995764412552871,pairwise_ari,0.9995764412552871
pairwise_seed_ari,5,7.0,15.0,1.0,pairwise_ari,1.0
pairwise_seed_ari,5,7.0,16.0,0.9997881594802769,pairwise_ari,0.9997881594802769
pairwise_seed_ari,5,7.0,17.0,1.0,pairwise_ari,1.0
pairwise_seed_ari,5,7.0,18.0,0.9991747980562752,pairwise_ari,0.9991747980562752
pairwise_seed_ari,5,7.0,19.0,0.9947982049178905,pairwise_ari,0.9947982049178905
pairwise_seed_ari,5,7.0,20.0,0.9984534496859481,pairwise_ari,0.9984534496859481
pairwise_seed_ari,5,7.0,21.0,0.9938666252060488,pairwise_ari,0.9938666252060488
pairwise_seed_ari,5,7.0,22.0,0.9992467449582036,pairwise_ari,0.9992467449582036
pairwise_seed_ari,5,7.0,23.0,0.9978294647572411,pairwise_ari,0.9978294647572411
pairwise_seed_ari,5,7.0,24.0,0.9983059925851299,pairwise_ari,0.9983059925851299
pairwise_seed_ari,5,7.0,25.0,0.995792956349168,pairwise_ari,0.995792956349168
pairwise_seed_ari,5,7.0,26.0,0.997606647524386,pairwise_ari,0.997606647524386
pairwise_seed_ari,5,7.0,27.0,0.9926164098384167,pairwise_ari,0.9926164098384167
pairwise_seed_ari,5,7.0,28.0,0.9997881590197113,pairwise_ari,0.9997881590197113
pairwise_seed_ari,5,7.0,29.0,0.9997881594802769,pairwise_ari,0.9997881594802769
pairwise_seed_ari,5,8.0,9.0,0.9992606299705982,pairwise_ari,0.9992606299705982
pairwise_seed_ari,5,8.0,10.0,0.9978352276465499,pairwise_ari,0.9978352276465499
pairwise_seed_ari,5,8.0,11.0,0.999298225618361,pairwise_ari,0.999298225618361
pairwise_seed_ari,5,8.0,12.0,0.9950224152150902,pairwise_ari,0.9950224152150902
pairwise_seed_ari,5,8.0,13.0,0.9992981043707819,pairwise_ari,0.9992981043707819
pairwise_seed_ari,5,8.0,14.0,0.9990865033591158,pairwise_ari,0.9990865033591158
pairwise_seed_ari,5,8.0,15.0,0.9995099493525853,pairwise_ari,0.9995099493525853
pairwise_seed_ari,5,8.0,16.0,0.9992981043707819,pairwise_ari,0.9992981043707819
pairwise_seed_ari,5,8.0,17.0,0.9995099493525853,pairwise_ari,0.9995099493525853
pairwise_seed_ari,5,8.0,18.0,0.9992148670265226,pairwise_ari,0.9992148670265226
pairwise_seed_ari,5,8.0,19.0,0.9943103481656558,pairwise_ari,0.9943103481656558
pairwise_seed_ari,5,8.0,20.0,0.9984128378241711,pairwise_ari,0.9984128378241711
pairwise_seed_ari,5,8.0,21.0,0.9938278580341572,pairwise_ari,0.9938278580341572
pairwise_seed_ari,5,8.0,22.0,0.9987571703669083,pairwise_ari,0.9987571703669083
pairwise_seed_ari,5,8.0,23.0,0.9973404236120068,pairwise_ari,0.9973404236120068
pairwise_seed_ari,5,8.0,24.0,0.9978165800843245,pairwise_ari,0.9978165800843245
pairwise_seed_ari,5,8.0,25.0,0.9953046493086174,pairwise_ari,0.9953046493086174
pairwise_seed_ari,5,8.0,26.0,0.9975656501284376,pairwise_ari,0.9975656501284376
pairwise_seed_ari,5,8.0,27.0,0.9925767565614055,pairwise_ari,0.9925767565614055
pairwise_seed_ari,5,8.0,28.0,0.999298225618361,pairwise_ari,0.999298225618361
pairwise_seed_ari,5,8.0,29.0,0.9992981043707819,pairwise_ari,0.9992981043707819
pairwise_seed_ari,5,9.0,10.0,0.9970965301531389,pairwise_ari,0.9970965301531389
pairwise_seed_ari,5,9.0,11.0,0.9985591081958615,pairwise_ari,0.9985591081958615
pairwise_seed_ari,5,9.0,12.0,0.9948491873584309,pairwise_ari,0.9948491873584309
pairwise_seed_ari,5,9.0,13.0,0.998982439902314,pairwise_ari,0.998982439902314
pairwise_seed_ari,5,9.0,14.0,0.998770712847036,pairwise_ari,0.998770712847036
pairwise_seed_ari,5,9.0,15.0,0.998770712847036,pairwise_ari,0.998770712847036
pairwise_seed_ari,5,9.0,16.0,0.998982439902314,pairwise_ari,0.998982439902314
pairwise_seed_ari,5,9.0,17.0,0.998770712847036,pairwise_ari,0.998770712847036
pairwise_seed_ari,5,9.0,18.0,0.9990430810691091,pairwise_ari,0.9990430810691091
pairwise_seed_ari,5,9.0,19.0,0.9941372303336589,pairwise_ari,0.9941372303336589
pairwise_seed_ari,5,9.0,20.0,0.9980964349964718,pairwise_ari,0.9980964349964718
pairwise_seed_ari,5,9.0,21.0,0.9941421562138605,pairwise_ari,0.9941421562138605
pairwise_seed_ari,5,9.0,22.0,0.9980181732508983,pairwise_ari,0.9980181732508983
pairwise_seed_ari,5,9.0,23.0,0.9971682405639932,pairwise_ari,0.9971682405639932
pairwise_seed_ari,5,9.0,24.0,0.9976442757796786,pairwise_ari,0.9976442757796786
pairwise_seed_ari,5,9.0,25.0,0.9951315513452506,pairwise_ari,0.9951315513452506
pairwise_seed_ari,5,9.0,26.0,0.9977367477539755,pairwise_ari,0.9977367477539755
pairwise_seed_ari,5,9.0,27.0,0.992890030551811,pairwise_ari,0.992890030551811
pairwise_seed_ari,5,9.0,28.0,0.9985591081958615,pairwise_ari,0.9985591081958615
pairwise_seed_ari,5,9.0,29.0,0.998982439902314,pairwise_ari,0.998982439902314
pairwise_seed_ari,5,10.0,11.0,0.9981127580213465,pairwise_ari,0.9981127580213465
pairwise_seed_ari,5,10.0,12.0,0.9971808504150939,pairwise_ari,0.9971808504150939
pairwise_seed_ari,5,10.0,13.0,0.998112639346123,pairwise_ari,0.998112639346123
pairwise_seed_ari,5,10.0,14.0,0.9979010271721916,pairwise_ari,0.9979010271721916
pairwise_seed_ari,5,10.0,15.0,0.9983244928376072,pairwise_ari,0.9983244928376072
pairwise_seed_ari,5,10.0,16.0,0.998112639346123,pairwise_ari,0.998112639346123
pairwise_seed_ari,5,10.0,17.0,0.9983244928376072,pairwise_ari,0.9983244928376072
pairwise_seed_ari,5,10.0,18.0,0.9980531309237431,pairwise_ari,0.9980531309237431
pairwise_seed_ari,5,10.0,19.0,0.996468173192308,pairwise_ari,0.996468173192308
pairwise_seed_ari,5,10.0,20.0,0.9967786281231074,pairwise_ari,0.9967786281231074
pairwise_seed_ari,5,10.0,21.0,0.9955363489624336,pairwise_ari,0.9955363489624336
pairwise_seed_ari,5,10.0,22.0,0.9986537330818474,pairwise_ari,0.9986537330818474
pairwise_seed_ari,5,10.0,23.0,0.9995043568269152,pairwise_ari,0.9995043568269152
pairwise_seed_ari,5,10.0,24.0,0.9994513567906466,pairwise_ari,0.9994513567906466
pairwise_seed_ari,5,10.0,25.0,0.9974637946685894,pairwise_ari,0.9974637946685894
pairwise_seed_ari,5,10.0,26.0,0.9959321266163391,pairwise_ari,0.9959321266163391
pairwise_seed_ari,5,10.0,27.0,0.9942845644711561,pairwise_ari,0.9942845644711561
pairwise_seed_ari,5,10.0,28.0,0.9981127580213465,pairwise_ari,0.9981127580213465
pairwise_seed_ari,5,10.0,29.0,0.998112639346123,pairwise_ari,0.998112639346123
pairwise_seed_ari,5,11.0,12.0,0.9952988357616592,pairwise_ari,0.9952988357616592
pairwise_seed_ari,5,11.0,13.0,0.9995764412859836,pairwise_ari,0.9995764412859836
pairwise_seed_ari,5,11.0,14.0,0.9997881590197113,pairwise_ari,0.9997881590197113
pairwise_seed_ari,5,11.0,15.0,0.9997881590197113,pairwise_ari,0.9997881590197113
pairwise_seed_ari,5,11.0,16.0,0.9995764412859836,pairwise_ari,0.9995764412859836
pairwise_seed_ari,5,11.0,17.0,0.9997881590197113,pairwise_ari,0.9997881590197113
pairwise_seed_ari,5,11.0,18.0,0.9989629407017536,pairwise_ari,0.9989629407017536
pairwise_seed_ari,5,11.0,19.0,0.995010100548691,pairwise_ari,0.995010100548691
pairwise_seed_ari,5,11.0,20.0,0.9986651590209803,pairwise_ari,0.9986651590209803
pairwise_seed_ari,5,11.0,21.0,0.9936554616140821,pairwise_ari,0.9936554616140821
pairwise_seed_ari,5,11.0,22.0,0.9994585839418232,pairwise_ari,0.9994585839418232
pairwise_seed_ari,5,11.0,23.0,0.9980413225560169,pairwise_ari,0.9980413225560169
pairwise_seed_ari,5,11.0,24.0,0.9980941245436306,pairwise_ari,0.9980941245436306
pairwise_seed_ari,5,11.0,25.0,0.9955811811669673,pairwise_ari,0.9955811811669673
pairwise_seed_ari,5,11.0,26.0,0.9978183415033558,pairwise_ari,0.9978183415033558
pairwise_seed_ari,5,11.0,27.0,0.9924051386637223,pairwise_ari,0.9924051386637223
pairwise_seed_ari,5,11.0,28.0,1.0,pairwise_ari,1.0
pairwise_seed_ari,5,11.0,29.0,0.9995764412859836,pairwise_ari,0.9995764412859836
pairwise_seed_ari,5,12.0,13.0,0.9952987231870809,pairwise_ari,0.9952987231870809
pairwise_seed_ari,5,12.0,14.0,0.9950870662631391,pairwise_ari,0.9950870662631391
pairwise_seed_ari,5,12.0,15.0,0.9955106151479062,pairwise_ari,0.9955106151479062
pairwise_seed_ari,5,12.0,16.0,0.9952987231870809,pairwise_ari,0.9952987231870809
pairwise_seed_ari,5,12.0,17.0,0.9955106151479062,pairwise_ari,0.9955106151479062
pairwise_seed_ari,5,12.0,18.0,0.9958056500548019,pairwise_ari,0.9958056500548019
pairwise_seed_ari,5,12.0,19.0,0.9992869852825293,pairwise_ari,0.9992869852825293
pairwise_seed_ari,5,12.0,20.0,0.9939645431154681,pairwise_ari,0.9939645431154681
pairwise_seed_ari,5,12.0,21.0,0.9983546369857698,pairwise_ari,0.9983546369857698
pairwise_seed_ari,5,12.0,22.0,0.9958384624846346,pairwise_ari,0.9958384624846346
pairwise_seed_ari,5,12.0,23.0,0.9972519648609118,pairwise_ari,0.9972519648609118
pairwise_seed_ari,5,12.0,24.0,0.997199994003763,pairwise_ari,0.997199994003763
pairwise_seed_ari,5,12.0,25.0,0.9997161922947447,pairwise_ari,0.9997161922947447
pairwise_seed_ari,5,12.0,26.0,0.9931188045699242,pairwise_ari,0.9931188045699242
pairwise_seed_ari,5,12.0,27.0,0.9959984392111826,pairwise_ari,0.9959984392111826
pairwise_seed_ari,5,12.0,28.0,0.9952988357616592,pairwise_ari,0.9952988357616592
pairwise_seed_ari,5,12.0,29.0,0.9952987231870809,pairwise_ari,0.9952987231870809
pairwise_seed_ari,5,13.0,14.0,0.9997881594802769,pairwise_ari,0.9997881594802769
pairwise_seed_ari,5,13.0,15.0,0.9997881594802769,pairwise_ari,0.9997881594802769
