record_type,bootstrap_id,metric,value,n_unique_customers
consensus_summary,,mean_same_reference_cluster_consensus,0.957078541066615,
consensus_summary,,mean_different_reference_cluster_consensus,0.011752312291401844,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,0.9166666666666666,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,0.9333333333333333,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,0.8571428571428571,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,0.9090909090909091,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,0.9285714285714286,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
per_customer_consensus,,max_partner_consensus,1.0,
